year,sex,music_lessons,music_participation,instrument_home,instrument_frequency,electronics_music,arts_tutoring,arts_community,arts_religious,gpa_norm
2014,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.725
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.8
2014,2,1.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.875
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.775
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.75
2014,1,5.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.744186046511628
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.7
2014,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.75
2014,2,5.0,0.0,1.0,3.0,1.0,0.0,5.0,0.0,0.8048780487804879
2014,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.875
2014,1,5.0,0.0,1.0,5.0,1.0,5.0,5.0,0.0,0.5
2014,1,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.7
2014,1,1.0,1.0,1.0,3.0,2.0,0.0,5.0,0.0,0.86
2014,2,1.0,5.0,1.0,6.0,2.0,0.0,0.0,5.0,0.32653061224489793
2014,2,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.5128205128205129
2014,2,1.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.7999999999999999
2014,2,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.875
2014,2,5.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.75
2014,2,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.8
2014,2,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.7857142857142856
2014,1,5.0,0.0,1.0,1.0,3.0,0.0,5.0,0.0,0.6666666666666666
2014,2,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.9047619047619047
2014,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.744186046511628
2014,2,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.8
2014,1,5.0,0.0,5.0,0.0,3.0,0.0,5.0,0.0,0.7
2014,2,5.0,0.0,1.0,2.0,1.0,5.0,5.0,5.0,0.9411764705882354
2014,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.5
2014,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.6
2014,2,1.0,1.0,5.0,0.0,2.0,5.0,0.0,0.0,0.49230769230769234
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,5.0,0.875
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.7
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,5.0,0.5777777777777778
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.525
2014,1,5.0,0.0,5.0,0.0,2.0,5.0,5.0,5.0,0.7175
2014,1,5.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.7297297297297297
2014,1,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.6086956521739131
2014,2,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.875
2014,2,5.0,0.0,5.0,0.0,1.0,5.0,5.0,0.0,0.55
2014,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,5.0,0.525
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.4666666666666667
2014,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.85
2014,2,1.0,5.0,5.0,0.0,2.0,5.0,0.0,0.0,0.7
2014,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.625
2014,2,5.0,0.0,5.0,0.0,4.0,0.0,0.0,5.0,0.86
2014,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.8
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.8
2014,1,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.75
2014,1,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.85
2014,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.625
2014,2,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.625
2014,2,5.0,0.0,5.0,0.0,2.0,5.0,0.0,5.0,0.925
2014,1,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.875
2014,1,,,,,,,,,0.6666666666666666
2014,2,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.9459459459459459
2014,1,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.875
2014,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.775
2014,1,1.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,0.625
2014,1,5.0,0.0,5.0,0.0,1.0,5.0,5.0,5.0,0.7777777777777778
2014,2,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.95
2014,2,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.6923076923076924
2014,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.7000000000000001
2014,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.5434782608695653
2014,2,5.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,0.875
2014,2,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.7666666666666666
2014,1,1.0,1.0,5.0,0.0,1.0,0.0,5.0,0.0,0.95
2014,1,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.6125
2014,2,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.7777777777777778
2014,2,5.0,0.0,1.0,4.0,5.0,0.0,0.0,5.0,0.625
2014,2,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.025
2014,2,1.0,5.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.85
2019,2,1.0,5.0,1.0,1.0,3.0,0.0,0.0,5.0,0.925
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,5.0,0.975
2019,2,1.0,5.0,5.0,0.0,1.0,0.0,5.0,0.0,0.95
2019,2,5.0,0.0,5.0,0.0,2.0,0.0,5.0,0.0,0.95
2019,2,1.0,5.0,1.0,6.0,1.0,0.0,5.0,0.0,0.8400000000000001
2019,2,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.85
2019,1,5.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.875
2019,1,1.0,1.0,5.0,0.0,1.0,0.0,5.0,5.0,0.86
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.875
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.82
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,5.0,5.0,0.4725
2019,2,5.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.75
2019,2,5.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.778
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.9
2019,1,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.8888888888888888
2019,1,5.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,0.8928571428571428
2019,2,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.9
2019,1,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.625
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.892
2019,1,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.8235294117647058
2019,1,5.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.675
2019,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.8555555555555556
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.875
2019,1,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.875
2019,1,5.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,0.78
2019,2,1.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.95
2019,1,5.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.78
2019,1,5.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.85
2019,2,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.8888888888888888
2019,1,5.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.76
2019,2,5.0,0.0,1.0,3.0,1.0,0.0,0.0,5.0,0.9
2019,2,1.0,1.0,1.0,6.0,2.0,0.0,0.0,5.0,0.975
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,5.0,5.0,0.9375
2019,2,5.0,0.0,1.0,5.0,1.0,5.0,5.0,0.0,0.375
2019,1,5.0,0.0,1.0,3.0,2.0,0.0,5.0,0.0,0.99
2019,2,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8666666666666667
2019,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.6
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.8837209302325582
2019,2,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8105263157894737
2019,2,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.7
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.9
2019,1,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.76
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,5.0,5.0,1.0
2019,2,5.0,0.0,5.0,0.0,1.0,5.0,5.0,5.0,1.0
2019,1,,,,,,,,,0.835
2019,2,,,,,,,,,0.95
2019,2,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.911111111111111
2019,2,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.5
2019,1,1.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.534
2019,2,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.775
2019,2,5.0,0.0,1.0,2.0,1.0,5.0,5.0,0.0,0.875
2019,2,5.0,0.0,5.0,0.0,1.0,5.0,5.0,5.0,0.825
2019,2,5.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,0.95
2019,1,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,1.0
2019,1,5.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.775
2019,1,5.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.8
2019,1,5.0,0.0,1.0,6.0,1.0,0.0,0.0,5.0,0.9756097560975611
2019,1,5.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.8333333333333333
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.8
2019,1,5.0,0.0,5.0,0.0,2.0,0.0,5.0,5.0,0.8
2019,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.625
2019,2,5.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.986
2019,2,5.0,0.0,1.0,5.0,1.0,0.0,5.0,0.0,0.85
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.925
2019,2,5.0,0.0,5.0,0.0,2.0,5.0,5.0,0.0,0.875
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.925
2019,2,5.0,0.0,5.0,0.0,1.0,5.0,0.0,5.0,0.8
2019,1,1.0,1.0,1.0,6.0,5.0,0.0,5.0,5.0,0.8
2019,2,5.0,0.0,1.0,2.0,2.0,0.0,0.0,5.0,0.9125
2019,1,5.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.625
2019,2,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8888888888888888
2019,2,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.85
2019,1,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.6
2019,1,5.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.9375
2019,2,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.925
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.9047619047619047
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.75
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,5.0,0.85
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,5.0,5.0,1.0
2019,1,1.0,5.0,5.0,0.0,1.0,5.0,0.0,0.0,0.75
2019,2,1.0,5.0,1.0,1.0,2.0,0.0,5.0,1.0,0.85
2019,1,5.0,0.0,1.0,4.0,1.0,0.0,5.0,5.0,0.8375
2019,2,5.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.8699999999999999
2019,1,1.0,1.0,1.0,3.0,2.0,0.0,5.0,0.0,0.6
2019,1,5.0,0.0,5.0,0.0,2.0,0.0,5.0,0.0,1.0
2019,2,5.0,0.0,1.0,1.0,2.0,0.0,5.0,0.0,0.85
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.925
2019,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.875
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.575
2019,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.9675
2019,2,5.0,0.0,1.0,2.0,3.0,0.0,5.0,0.0,1.0
2019,2,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
2019,2,5.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.975
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.995
2019,2,1.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.8888888888888888
2019,2,1.0,5.0,5.0,0.0,1.0,0.0,5.0,0.0,0.8
2019,2,1.0,5.0,5.0,0.0,1.0,0.0,5.0,0.0,0.9534883720930232
2019,1,5.0,0.0,1.0,1.0,1.0,5.0,5.0,0.0,0.7142857142857143
2019,2,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,1.0
2019,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.65
2019,2,5.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,0.925
2019,2,1.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,0.75
2019,1,1.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,0.7
2019,2,5.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.6
2019,1,5.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,0.775
2019,1,1.0,1.0,1.0,4.0,1.0,5.0,0.0,0.0,0.6625
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.575
2019,1,5.0,0.0,1.0,5.0,1.0,0.0,5.0,0.0,0.995
2019,1,5.0,0.0,1.0,5.0,2.0,0.0,5.0,5.0,0.7
2019,2,5.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.775
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,5.0,0.8
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.8
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.8400000000000001
2019,1,5.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.8400000000000001
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.6675
2019,2,5.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.6976744186046512
2019,2,5.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,0.86
2019,2,5.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,0.8
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.85
2019,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.5875
2019,1,1.0,5.0,1.0,3.0,4.0,5.0,5.0,0.0,1.0
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.5
2019,2,1.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.7
2019,1,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,0.5
2019,1,5.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.7
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.95
2019,2,1.0,1.0,1.0,6.0,1.0,5.0,1.0,1.0,1.0
2019,1,1.0,1.0,1.0,6.0,1.0,0.0,5.0,0.0,1.0
2019,2,5.0,0.0,5.0,0.0,1.0,5.0,5.0,0.0,0.95
2019,2,5.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.94
2019,1,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.75
2019,1,1.0,5.0,1.0,4.0,1.0,0.0,0.0,0.0,0.825
2019,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.8375
2019,2,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8809523809523809
2019,2,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9375
2019,2,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.85
2019,1,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9575
2019,2,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.25
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.7825
2019,2,1.0,5.0,1.0,1.0,1.0,0.0,0.0,5.0,0.808
2019,2,1.0,1.0,1.0,5.0,1.0,0.0,5.0,5.0,0.85
2019,2,1.0,5.0,1.0,1.0,1.0,5.0,1.0,0.0,0.5
2019,1,5.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.95
2019,2,5.0,0.0,1.0,1.0,2.0,0.0,5.0,0.0,0.875
2019,1,5.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.275
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.8625
2019,2,1.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0
2019,1,5.0,0.0,5.0,0.0,4.0,5.0,0.0,0.0,0.9
2019,2,5.0,0.0,1.0,3.0,1.0,0.0,5.0,0.0,0.85
2019,2,1.0,1.0,1.0,5.0,1.0,0.0,5.0,0.0,0.75
2019,2,5.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,1.0
2019,2,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,0.9
2019,2,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9583333333333333
2019,1,1.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.9347826086956522
2019,2,5.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,1.0
2019,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.6
2019,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.625
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.58
2019,2,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9
2019,1,5.0,0.0,1.0,3.0,1.0,0.0,0.0,5.0,0.62
2019,2,5.0,0.0,5.0,0.0,4.0,0.0,5.0,0.0,0.7
2019,1,5.0,0.0,5.0,0.0,2.0,0.0,5.0,0.0,0.725
2019,2,5.0,0.0,1.0,5.0,1.0,0.0,5.0,0.0,0.8
2019,2,1.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.6875
2019,2,1.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.875
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.625
2019,2,5.0,0.0,1.0,5.0,1.0,0.0,5.0,0.0,0.975
2019,1,5.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.75
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.875
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.975
2019,2,1.0,1.0,1.0,3.0,1.0,1.0,5.0,0.0,0.9375
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.9400000000000001
2019,1,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5111111111111111
2019,1,5.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.8372093023255814
2019,2,1.0,5.0,1.0,3.0,1.0,0.0,5.0,0.0,0.775
2019,1,5.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.95
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.725
2019,2,1.0,1.0,1.0,5.0,1.0,0.0,0.0,5.0,0.875
2019,1,5.0,0.0,1.0,1.0,2.0,0.0,5.0,5.0,0.7111111111111111
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.8
2019,1,5.0,0.0,1.0,3.0,1.0,0.0,0.0,5.0,0.9
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.875
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.85
2019,2,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.9318181818181817
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,5.0,0.775
2019,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.6
2019,1,5.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0
2019,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.6
2019,2,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.844
2019,2,1.0,5.0,1.0,2.0,1.0,0.0,5.0,0.0,0.974
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.775
2019,1,5.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,0.7391304347826088
2019,1,5.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.75
2019,1,5.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.9333333333333332
2019,2,1.0,1.0,1.0,5.0,1.0,0.0,5.0,0.0,0.95
2019,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.7317073170731708
2019,2,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.85
2019,2,5.0,0.0,1.0,1.0,1.0,5.0,0.0,5.0,0.8292682926829269
2019,1,1.0,1.0,1.0,5.0,1.0,5.0,0.0,0.0,0.65
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.95
2019,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.717391304347826
2019,1,5.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.5
2019,1,1.0,1.0,1.0,5.0,1.0,5.0,0.0,0.0,0.8333333333333334
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.9
2019,2,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9175
2019,2,1.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.96
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,5.0,5.0,0.95
2019,2,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,0.8
2019,2,5.0,0.0,1.0,2.0,1.0,5.0,5.0,0.0,0.95
2019,1,5.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,0.85
2019,2,5.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,0.5
2019,2,5.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,0.8
2019,2,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.875
2019,1,5.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.6888888888888889
2019,2,5.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,0.975
2019,2,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.675
2019,2,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.95
2019,2,5.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,0.95
2019,2,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.875
2019,2,5.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,0.925
2019,2,5.0,0.0,1.0,4.0,1.0,0.0,5.0,1.0,1.0
2019,2,5.0,0.0,1.0,4.0,1.0,0.0,0.0,5.0,1.0
2019,2,5.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.8880000000000001
2019,1,,,,,,,,,1.0
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.8
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,5.0,5.0,1.0
2019,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.6888888888888889
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.7625
2019,2,1.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.94
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.82
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.95
2019,1,5.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.875
2019,1,5.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.8
2019,2,5.0,0.0,5.0,0.0,2.0,0.0,0.0,5.0,1.0
2019,2,5.0,0.0,1.0,5.0,2.0,5.0,0.0,0.0,0.75
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.776
2019,2,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.95
2019,1,1.0,1.0,5.0,0.0,1.0,5.0,0.0,0.0,0.675
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.9675
2019,1,5.0,0.0,1.0,2.0,2.0,0.0,0.0,5.0,0.75
2019,2,5.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.875
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.6725
2019,1,1.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,0.625
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.875
2019,2,5.0,0.0,1.0,1.0,1.0,5.0,5.0,0.0,0.8
2019,1,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.75
2019,1,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.55
2019,2,5.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,0.4117647058823529
2019,2,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.575
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,5.0,5.0,0.82
2019,2,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.875
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.95
2019,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.925
2019,1,5.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.6666666666666666
2019,1,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.6444444444444444
2019,1,1.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.58
2019,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,5.0,0.7777777777777778
2019,2,5.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.7
2019,2,5.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.7
