year,sex,music_lessons,music_participation,instrument_home,instrument_frequency,electronics_music,arts_tutoring,arts_community,arts_religious,gpa_norm
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.7380952380952381
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.6444444444444444
2014,1,5.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.7674418604651163
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.8
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.875
2014,2,5.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.825
2014,1,5.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,0.906
2014,2,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.875
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,5.0,0.95
2014,2,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.65
2014,1,1.0,1.0,1.0,6.0,2.0,5.0,5.0,5.0,0.85
2014,1,1.0,1.0,1.0,6.0,2.0,0.0,5.0,5.0,0.915
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.7
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.975
2014,2,5.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.7
2014,2,1.0,1.0,1.0,6.0,1.0,0.0,5.0,0.0,0.95
2014,2,5.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,0.9333333333333332
2014,2,5.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,0.8
2014,1,5.0,0.0,1.0,3.0,2.0,0.0,5.0,0.0,0.6666666666666666
2014,1,5.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0
2014,1,5.0,0.0,1.0,1.0,2.0,0.0,5.0,5.0,0.875
2014,1,1.0,1.0,1.0,3.0,1.0,0.0,0.0,5.0,0.715
2014,1,5.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.725
2014,1,5.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.75
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.965
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.5
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.8175
2014,1,5.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.9375
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.6333333333333333
2014,2,5.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.75
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.7
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.6925
2014,2,1.0,5.0,5.0,0.0,1.0,0.0,5.0,0.0,0.89
2014,2,5.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,0.875
2014,2,1.0,1.0,1.0,6.0,1.0,5.0,5.0,5.0,0.675
2014,2,1.0,1.0,1.0,6.0,1.0,5.0,0.0,5.0,0.8
2014,2,1.0,5.0,1.0,2.0,1.0,5.0,5.0,0.0,0.9
2014,1,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.6166666666666667
2014,2,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.925
2014,2,5.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,0.75
2014,1,5.0,0.0,1.0,1.0,1.0,5.0,5.0,0.0,0.6666666666666666
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.686
2014,1,5.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.7954545454545454
2014,2,1.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.8975
2014,2,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.75
2014,2,5.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.8
2014,2,1.0,5.0,1.0,5.0,1.0,5.0,0.0,5.0,0.825
2014,1,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.625
2014,1,5.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,0.6363636363636362
2014,1,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75
2014,1,1.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.775
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.875
2014,1,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,0.775
2014,1,5.0,0.0,1.0,6.0,1.0,5.0,5.0,0.0,1.0
2014,1,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.45
2014,2,1.0,5.0,5.0,0.0,2.0,0.0,5.0,0.0,0.8644444444444445
2014,2,1.0,5.0,1.0,1.0,1.0,0.0,5.0,0.0,0.9
2014,2,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.85
2014,1,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.91
2014,1,1.0,1.0,1.0,6.0,5.0,0.0,0.0,5.0,0.675
2014,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.85
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.725
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0
2014,1,5.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,0.8
2014,1,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,0.35
2014,2,1.0,5.0,1.0,3.0,1.0,0.0,5.0,0.0,0.75
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.8125
2014,2,5.0,0.0,5.0,0.0,2.0,0.0,5.0,5.0,0.525
2014,2,1.0,5.0,1.0,2.0,2.0,0.0,0.0,5.0,1.0
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.9
2014,2,5.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,0.875
2014,1,5.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.925
2014,1,1.0,5.0,1.0,2.0,3.0,0.0,5.0,5.0,0.825
2014,1,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.875
2014,1,5.0,0.0,1.0,3.0,2.0,0.0,0.0,5.0,0.965
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.875
2014,1,5.0,0.0,1.0,1.0,3.0,5.0,5.0,0.0,0.7187499999999999
2014,2,5.0,0.0,1.0,1.0,1.0,5.0,0.0,5.0,0.6222222222222222
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.775
2014,2,5.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.825
2014,1,5.0,0.0,1.0,1.0,2.0,0.0,5.0,5.0,0.975
2014,1,5.0,0.0,1.0,6.0,1.0,0.0,5.0,5.0,0.95
2014,1,5.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.9
2014,2,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.8220000000000001
2014,1,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75
2014,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.7111111111111111
2014,1,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.575
2014,2,5.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0
2014,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,5.0,0.85
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,5.0,0.9
2014,2,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.75
2014,2,1.0,1.0,1.0,6.0,1.0,0.0,5.0,5.0,0.813953488372093
2014,2,1.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.96
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.7666666666666666
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.15
2014,1,5.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.5
2014,2,5.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,0.995
2014,2,1.0,1.0,1.0,5.0,1.0,0.0,5.0,5.0,0.95
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.35
2014,1,5.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.6
2014,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8705882352941177
2014,2,1.0,5.0,1.0,2.0,1.0,5.0,5.0,5.0,0.8
2014,1,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,0.98
2014,1,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.5
2014,2,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.7555555555555555
2014,1,1.0,1.0,1.0,6.0,1.0,5.0,0.0,1.0,0.7
2014,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.9604651162790698
2014,2,5.0,0.0,1.0,3.0,2.0,5.0,5.0,5.0,0.855
2014,1,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.7875
2014,2,5.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.835
2014,2,1.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.52
2014,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.85
2014,1,5.0,0.0,5.0,0.0,4.0,0.0,5.0,1.0,0.75
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.625
2014,2,5.0,0.0,1.0,5.0,3.0,0.0,5.0,5.0,0.85
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.64
2014,1,8.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.9
2014,1,1.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.945
2014,1,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,0.6225
2014,2,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.9
2014,2,5.0,0.0,5.0,0.0,2.0,0.0,0.0,5.0,0.785
2014,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.5952380952380952
2014,2,5.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.5
2014,2,5.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.8125
2014,1,5.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.85
2014,1,5.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,0.95
2014,2,1.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,0.8
2014,1,5.0,0.0,1.0,5.0,1.0,0.0,5.0,0.0,0.82
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.75
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.9575
2014,2,1.0,1.0,5.0,0.0,4.0,5.0,5.0,5.0,0.78
2014,2,1.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,0.9523809523809523
2014,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.725
2014,2,5.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.875
2014,2,1.0,5.0,5.0,0.0,2.0,1.0,0.0,0.0,0.875
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.7954545454545454
2014,2,1.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.725
2014,1,5.0,0.0,5.0,0.0,1.0,5.0,5.0,0.0,0.76
2014,2,1.0,5.0,5.0,0.0,1.0,5.0,5.0,0.0,0.6666666666666666
2014,1,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.7159904534606205
2014,1,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.7000000000000001
2014,2,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.7
2014,1,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.6675
2014,2,1.0,5.0,1.0,6.0,1.0,0.0,0.0,0.0,0.825
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.9
2014,1,5.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.5
2014,2,1.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.875
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.725
2014,2,1.0,5.0,1.0,6.0,2.0,0.0,0.0,0.0,0.925
2014,1,5.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,0.7894736842105263
2014,1,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.725
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.45
2014,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.505
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.86
2014,1,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.9767441860465117
2014,2,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.725
2014,2,1.0,5.0,1.0,2.0,2.0,0.0,0.0,5.0,0.775
2014,1,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.7
2014,2,1.0,5.0,5.0,0.0,2.0,0.0,5.0,5.0,0.75
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.675
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.9075
2014,1,5.0,0.0,5.0,0.0,1.0,5.0,5.0,0.0,0.875
2014,2,1.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.8837209302325582
2014,1,5.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,0.85
2014,1,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.875
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,5.0,0.5575
2014,2,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.7666666666666666
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.775
2014,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.9575
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.675
2014,2,5.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.8
2014,1,5.0,0.0,5.0,0.0,1.0,5.0,5.0,0.0,0.6675
2014,1,1.0,1.0,1.0,5.0,2.0,0.0,5.0,0.0,0.675
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.725
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.62
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.925
2014,2,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.725
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.64
2014,1,5.0,0.0,5.0,0.0,2.0,0.0,5.0,0.0,0.625
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.75
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.725
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.5454545454545454
2014,2,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.65
2014,1,5.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.9333333333333332
2014,2,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.225
2014,2,1.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.8292682926829269
2014,2,1.0,5.0,1.0,1.0,1.0,0.0,5.0,0.0,0.75
2014,1,5.0,0.0,1.0,1.0,3.0,0.0,5.0,5.0,0.9
2014,2,5.0,0.0,1.0,4.0,3.0,0.0,5.0,0.0,0.75
2014,1,5.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.64
2014,2,5.0,0.0,1.0,1.0,1.0,5.0,5.0,1.0,0.7777777777777778
2014,2,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.775
2014,2,1.0,5.0,5.0,0.0,1.0,5.0,5.0,0.0,0.6
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.9214285714285714
2014,1,5.0,0.0,5.0,0.0,4.0,0.0,0.0,5.0,1.0
2014,2,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7
2014,1,1.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,0.64
2014,1,5.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.8800000000000001
2014,2,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.725
2014,2,1.0,1.0,5.0,0.0,1.0,5.0,0.0,0.0,0.5
2014,1,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.766
2014,2,5.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.75
2014,1,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.7368421052631579
2014,1,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.5
2014,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75
2014,2,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.625
2014,2,1.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,0.725
2014,1,5.0,0.0,5.0,0.0,1.0,5.0,5.0,0.0,1.0
2014,1,1.0,1.0,1.0,2.0,2.0,0.0,5.0,0.0,0.6
2014,2,1.0,1.0,1.0,6.0,2.0,0.0,5.0,5.0,0.9875
2014,1,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.825
2014,2,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.375
