KIDS,KID21,ER30001,ER30002,ER32000,ER32006,ER34901,ER34902,ER34903,P21REL,P21E5,P21E6,P21E10_09,P21E15,P21E16_3,P21E26_5,P21E33_6,P21E53A,C21REL,C21B12,C21B13,C21B31,C21B32
1,1.1,5493,54,1,2,2494,3,30,1,1,5,0,5,0,0,0,5,,,,,
1,1.1,5494,43,2,2,3407,3,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5494,44,2,2,5462,3,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.1,5494,45,2,2,5462,4,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.2,5495,36,2,2,5465,2,30,1,5,0,0,5,0,0,0,1,1,0,0,8,2
1,1.1,5495,37,2,2,5465,3,30,1,1,5,0,5,0,0,0,1,,,,,
1,1.1,5495,38,2,2,5465,4,30,1,0,0,0,0,0,0,0,3,,,,,
1,1.1,5498,36,1,2,1369,3,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,5499,38,2,2,6943,3,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5499,39,2,2,4411,4,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5499,41,2,2,6943,6,30,1,5,0,5,5,0,0,0,3,,,,,
1,1.2,5499,200,1,3,4411,2,30,1,5,0,0,5,0,0,0,4,1,3,4,2,2
1,1.2,5499,209,2,3,4411,3,30,1,5,0,0,5,0,0,0,3,1,0,0,6,5
1,1.1,5499,212,2,3,6943,4,30,1,5,0,0,5,0,0,0,3,,,,,
1,1.1,5501,46,1,2,3382,2,30,1,5,0,5,1,1,5,0,2,,,,,
1,1.1,5501,48,2,2,3382,3,30,1,5,0,0,5,0,5,0,2,,,,,
1,1.1,5503,37,2,2,5033,2,30,1,1,2,5,5,0,5,0,5,,,,,
1,1.1,5515,30,1,2,5879,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.2,5526,51,2,2,3107,3,35,1,5,0,5,5,0,0,0,1,1,3.2,4,6,5
1,1.2,5526,52,2,2,7728,2,30,1,5,0,0,5,0,0,0,1,1,4,4,99,99
1,1.2,5526,53,1,2,6103,3,30,1,1,2,0,5,0,0,0,1,1,0,0,5,5
1,1.2,5526,54,1,2,6371,3,30,1,5,0,0,5,0,0,0,1,1,0,0,0,0
1,1.1,5526,55,2,2,4637,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5526,56,1,2,6371,4,30,1,5,0,5,5,0,0,0,1,,,,,
1,1.1,5526,57,1,2,6103,2,30,1,1,2,0,5,0,0,0,2,,,,,
1,1.1,5527,33,1,2,7398,3,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5527,34,2,2,7398,4,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,5537,60,2,2,6866,3,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5537,63,2,2,4519,2,30,1,5,0,0,5,0,0,5,1,,,,,
1,1.1,5537,64,1,2,5560,2,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5537,67,1,2,4519,3,30,1,5,0,0,5,0,0,5,2,,,,,
1,1.1,5537,68,1,2,5583,2,30,1,5,0,0,5,0,0,0,0,,,,,
1,1.1,5537,71,2,2,5583,3,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.1,5537,73,1,2,5560,5,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5537,74,1,2,6766,3,30,1,0,0,0,0,0,0,0,2,,,,,
1,1.1,5537,75,1,2,4519,4,30,1,0,0,0,0,0,0,0,5,,,,,
1,1.1,5537,77,1,2,6866,6,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,5537,78,1,2,6866,7,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.2,5537,206,1,3,3549,2,30,1,5,0,0,5,0,0,0,5,1,0,0,0,0
1,1.1,5539,44,1,2,6652,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5539,45,2,2,3098,3,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.2,5548,45,1,2,6000,2,30,1,5,0,0,5,0,0,0,3,1,0,0,2,2
1,1.1,5548,47,2,2,3855,3,35,1,1,5,1,1,1,0,0,1,,,,,
1,1.1,5548,48,2,2,6000,3,30,1,5,0,0,1,5,0,0,3,,,,,
1,1.1,5548,49,2,2,6870,4,30,1,1,5,0,5,0,5,0,2,,,,,
1,1.1,5548,51,1,2,6870,5,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,5548,176,2,3,6870,3,30,1,1,5,5,1,5,5,0,1,,,,,
1,1.1,5549,46,1,2,9197,2,30,1,1,5,0,1,1,0,0,1,,,,,
1,1.1,5559,39,2,2,5924,4,33,1,5,0,5,5,0,0,0,1,,,,,
1,1.1,5560,52,2,2,5123,2,30,1,5,0,0,1,5,0,0,2,,,,,
1,1.1,5560,53,1,2,5123,3,30,1,0,0,0,0,0,0,0,2,,,,,
1,1.2,5565,39,2,2,5986,3,30,1,1,2,0,5,0,0,0,2,1,0,0,6,6
1,1.2,5565,40,2,2,2569,3,30,1,1,2,0,1,5,0,0,1,1,0,0,0,0
1,1.1,5569,46,2,2,3633,3,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5569,47,1,2,3633,4,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.2,5570,56,1,2,3747,2,30,1,5,0,0,5,0,0,0,1,1,2.9,4,6,5
1,1.2,5570,57,1,2,3747,3,30,1,5,0,0,5,0,0,0,1,1,2.7,4,2,2
1,1.2,5570,58,2,2,3747,4,30,1,5,0,0,5,0,0,0,1,1,3.6,4,6,6
1,1.1,5570,59,2,2,5853,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.2,5570,60,1,2,3510,3,30,1,5,0,5,5,0,0,0,4,1,998,4,6,3
1,1.2,5570,64,2,2,6599,5,30,1,1,5,0,5,0,0,0,1,1,0,0,6,6
1,1.1,5570,67,2,2,5853,3,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5570,69,1,2,9058,2,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.1,5570,70,1,2,3510,4,30,1,0,0,0,0,0,0,0,3,,,,,
1,1.1,5570,72,2,2,3452,3,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,5573,48,2,2,6954,2,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.1,5576,44,2,2,6488,4,30,1,5,0,5,5,0,5,5,1,,,,,
1,1.1,5600,34,1,2,7707,4,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5600,35,2,2,7707,6,30,1,5,0,5,5,0,0,0,1,,,,,
1,1.2,5608,174,2,3,2703,2,30,1,5,0,0,5,0,0,0,5,1,3.71,4,6,6
1,1.2,5610,39,2,2,4819,2,30,1,5,0,0,5,0,0,0,1,1,3.5,4.2,3,3
1,1.2,5610,40,2,2,4819,3,30,1,5,0,0,5,0,0,0,1,1,0,0,6,6
1,1.1,5610,42,1,2,4819,4,30,1,5,0,5,5,0,0,0,1,,,,,
1,1.2,5613,58,2,2,1944,2,30,1,1,5,0,5,0,0,0,1,1,0,0,0,0
1,1.1,5613,59,2,2,3367,3,60,1,5,0,0,5,0,0,5,3,,,,,
1,1.2,5614,40,1,2,5808,3,30,1,5,0,0,5,0,0,0,1,1,998,98,3,3
1,1.2,5614,41,1,2,7095,2,30,1,5,0,0,5,0,0,0,1,1,2.5,3.5,3,3
1,1.1,5614,44,1,2,7095,3,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.2,5614,45,2,2,7457,5,30,1,5,0,0,5,0,0,0,1,1,0,0,2,99
1,1.1,5614,46,1,2,7457,2,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5614,48,2,2,7457,6,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5614,52,2,2,4950,2,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,5614,53,1,2,5214,3,30,1,0,0,0,0,0,0,0,2,,,,,
1,1.1,5614,198,1,3,2566,3,30,1,5,0,5,5,0,0,0,1,,,,,
1,1.2,5619,42,2,2,4441,3,30,1,5,0,0,5,0,0,0,1,1,998,98,6,5
1,1.1,5619,45,1,2,4441,4,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5619,47,1,2,2079,3,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.2,5621,39,1,2,5274,3,30,1,5,0,5,5,0,0,0,1,1,0,0,5,6
1,1.1,5621,41,2,2,6869,3,33,1,1,4,0,5,0,0,0,4,,,,,
1,1.1,5621,42,1,2,6869,4,33,1,1,3,0,5,0,0,0,4,,,,,
1,1.2,5623,69,1,2,4653,3,33,1,1,6,0,5,0,1,0,1,1,3.2,4.5,6,6
1,1.2,5623,71,1,2,3971,2,30,1,5,0,5,5,0,0,0,1,1,998,98,6,3
1,1.1,5623,74,2,2,6018,3,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.2,5623,75,2,2,2896,4,30,1,5,0,0,5,0,0,0,1,1,3.1,3.7,4,4
1,1.2,5623,76,1,2,2399,3,60,1,5,0,0,5,0,5,0,1,1,2.6,3.9,4,6
1,1.2,5623,77,2,2,3971,3,30,1,5,0,0,5,0,0,0,2,1,998,98,6,6
1,1.2,5623,78,1,2,4722,2,30,1,5,0,0,5,0,0,0,2,1,0,0,6,6
1,1.1,5623,79,2,2,6018,4,30,1,1,2,0,1,5,0,0,2,,,,,
1,1.1,5623,80,1,2,6827,3,30,1,1,5,5,5,0,0,0,2,,,,,
1,1.1,5623,81,2,2,5603,3,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5623,82,2,2,6827,4,30,1,5,0,5,1,5,0,0,1,,,,,
1,1.1,5623,83,2,2,4722,3,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5623,84,2,2,4722,4,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5623,86,1,2,6018,5,30,1,1,2,0,1,5,0,0,3,,,,,
1,1.1,5623,88,2,2,5603,2,30,1,0,0,0,0,0,0,0,4,,,,,
1,1.1,5625,33,2,2,615,2,30,1,5,0,0,1,1,0,5,5,,,,,
1,1.1,5625,34,2,2,615,3,30,1,5,0,0,5,0,0,5,0,,,,,
1,1.2,5628,46,2,2,5399,2,30,1,5,0,0,5,0,0,0,2,1,3.3,4,7,7
1,1.2,5628,47,1,2,5571,4,30,1,5,0,0,5,0,0,0,1,1,3.3,4,2,2
1,1.1,5628,50,1,2,6175,2,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5628,52,1,2,5571,5,30,1,5,0,5,5,0,0,0,2,,,,,
1,1.2,5628,53,1,2,5399,3,30,1,5,0,0,5,0,0,0,2,1,0,0,6,6
1,1.1,5628,54,2,2,5399,4,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5628,55,2,2,6175,3,30,1,5,0,5,5,0,0,0,5,,,,,
1,1.1,5628,56,2,2,5571,6,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5628,58,2,2,6175,4,30,1,5,0,0,5,0,0,0,0,,,,,
1,1.2,5628,195,1,3,3196,5,30,1,5,0,0,1,1,0,0,1,1,2.1,4,2,2
1,1.1,5635,51,2,2,4723,3,30,1,0,0,0,0,0,0,0,5,,,,,
1,1.1,5636,32,2,2,7484,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5640,39,2,2,2585,3,30,1,5,0,0,1,5,5,0,2,,,,,
1,1.1,5640,41,1,2,2585,4,30,1,5,0,5,5,0,0,0,2,,,,,
1,1.1,5642,35,1,2,2621,2,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5646,42,2,2,7930,4,30,1,1,4,5,1,1,5,0,0,,,,,
1,1.1,5646,44,1,2,7930,5,30,1,0,0,0,0,0,0,0,4,,,,,
1,1.2,5646,187,1,3,7930,2,30,1,1,3,5,5,0,5,0,1,1,0,0,6,6
1,1.2,5655,46,1,2,58,4,30,1,5,0,0,5,0,0,0,1,1,4.39,4.5,6,6
1,1.1,5655,49,2,2,468,3,30,1,1,2,0,5,0,0,0,5,,,,,
1,1.1,5655,50,1,2,468,4,30,1,1,2,0,5,0,0,0,5,,,,,
1,1.2,5656,46,2,2,6544,2,30,1,5,0,0,5,0,5,0,1,1,0,0,7,7
1,1.1,5660,33,1,2,3145,5,30,1,0,0,0,0,0,0,0,5,,,,,
1,1.1,5663,56,2,2,4688,3,30,1,5,0,0,5,0,0,0,3,,,,,
1,1.1,5663,57,1,2,4929,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5663,58,1,2,4929,3,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,5676,38,2,2,4203,4,30,1,5,0,5,5,0,0,0,2,,,,,
1,1.2,5676,39,2,2,7460,3,35,1,5,0,0,5,0,0,0,1,1,2,4,4,5
1,1.1,5676,41,1,2,7460,4,30,1,5,0,0,5,0,0,0,5,,,,,
1,1.1,5680,39,1,2,3338,3,60,1,1,6,5,5,0,0,0,3,,,,,
1,1.1,5680,181,2,3,6450,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.2,5683,49,1,2,1956,4,60,1,5,0,0,5,0,0,0,1,1,3.6,4,8,3
1,1.1,5683,50,2,2,1956,5,60,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5683,51,1,2,3211,3,30,1,1,1,5,5,0,0,0,1,,,,,
1,1.1,5683,53,2,2,3211,4,30,1,1,1,0,1,5,5,0,2,,,,,
1,1.1,5683,54,1,2,3803,2,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5683,55,2,2,3803,4,30,1,0,0,0,0,0,0,0,2,,,,,
1,1.1,5683,56,2,2,7470,2,30,1,0,0,0,0,0,0,0,4,,,,,
1,1.1,5683,211,2,3,3981,4,30,1,5,0,0,5,0,0,0,4,,,,,
1,1.2,5684,48,1,2,6860,3,33,1,1,1,5,5,0,0,0,1,1,998,4,6,6
1,1.2,5684,49,1,2,6860,4,33,1,1,1,0,5,0,0,0,1,1,3.92,4.2,7,6
1,1.1,5684,51,1,2,4114,2,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.1,5684,53,2,2,8140,4,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.2,5689,38,2,2,6129,2,30,1,5,0,5,5,0,0,0,2,1,0,0,2,7
1,1.1,5689,41,1,2,2748,2,30,1,5,0,5,5,0,0,0,1,,,,,
1,1.1,5689,42,1,2,2748,3,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5689,43,1,2,6129,3,30,1,5,0,0,5,0,0,0,4,,,,,
1,1.1,5689,44,1,2,6129,4,30,1,5,0,0,5,0,0,0,4,,,,,
1,1.1,5689,235,1,3,2959,2,30,1,1,2,0,5,0,0,5,1,,,,,
1,1.1,5692,33,2,2,416,3,30,1,5,0,0,5,0,0,0,4,,,,,
1,1.1,5692,34,1,2,416,4,30,1,5,0,0,5,0,5,0,4,,,,,
1,1.2,5693,52,2,2,6521,2,30,1,5,0,0,1,5,0,0,4,1,0,0,6,6
1,1.1,5693,53,1,2,4168,2,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,5693,54,1,2,4168,3,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,5698,36,2,2,6861,3,30,1,5,0,5,5,0,0,0,1,,,,,
1,1.2,5698,37,1,2,6861,4,30,1,5,0,0,5,0,0,0,0,1,0,0,0,0
1,1.1,5698,38,1,2,6861,6,30,1,1,5,5,5,0,0,0,1,,,,,
1,1.1,5706,46,1,2,5699,2,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5706,47,2,2,3867,3,30,1,1,5,0,5,0,0,0,1,,,,,
1,1.1,5706,48,2,2,5699,3,30,1,5,0,0,5,0,0,0,4,,,,,
1,1.1,5706,49,1,2,3867,4,30,1,1,5,0,5,0,0,0,1,,,,,
1,1.1,5706,50,1,2,7860,2,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.1,5706,51,1,2,5699,4,30,1,5,0,0,5,0,0,5,4,,,,,
1,1.1,5714,37,1,2,813,2,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5715,36,1,2,584,3,30,1,0,0,0,0,0,0,0,3,,,,,
1,1.1,5749,52,2,2,5644,3,30,1,5,0,0,1,5,5,0,1,,,,,
1,1.1,5749,54,1,2,5644,4,30,1,5,0,0,1,1,0,0,5,,,,,
1,1.1,5749,57,2,2,5025,2,30,1,0,0,0,0,0,0,0,5,,,,,
1,1.1,5771,33,1,2,7525,3,30,1,5,0,0,1,1,0,0,1,,,,,
1,1.2,5784,38,2,2,3653,3,30,1,5,0,0,1,5,0,0,1,1,0,0,3,2
1,1.1,5784,41,1,2,3653,4,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5784,43,1,2,7889,2,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.2,5801,40,1,2,4019,3,30,1,5,0,0,5,0,0,0,0,1,0,0,0,0
1,1.1,5801,41,1,2,5417,2,30,1,5,0,0,5,0,0,0,0,,,,,
1,1.1,5801,42,1,2,4019,4,30,1,5,0,0,5,0,0,0,0,,,,,
1,1.1,5802,31,2,2,3701,4,33,1,5,0,0,5,0,5,0,2,,,,,
1,1.1,5802,186,1,3,3701,3,33,1,5,0,0,5,0,0,0,1,,,,,
1,1.2,5812,66,1,2,5788,3,60,1,5,0,0,5,0,0,5,5,1,3.1,4,3,6
1,1.2,5812,70,2,2,4601,6,30,1,5,0,0,5,0,5,0,1,1,0,0,2,6
1,1.1,5812,73,1,2,3588,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5812,74,2,2,4601,7,30,1,5,0,0,5,0,5,0,1,,,,,
1,1.1,5812,75,2,2,4739,2,30,1,5,0,0,5,0,0,0,0,,,,,
1,1.1,5812,77,2,2,4739,3,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.2,5812,216,2,3,4601,5,30,1,5,0,0,5,0,0,5,1,1,3,4,6,6
1,1.1,5813,42,1,2,3220,2,30,1,5,0,0,5,0,0,5,2,,,,,
1,1.1,5813,43,2,2,3188,3,65,1,0,0,0,0,0,0,0,3,,,,,
1,1.1,5814,49,2,2,4470,4,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.2,5814,51,2,2,7169,3,30,1,1,3,0,5,0,5,0,1,1,4.2,4.2,7,6
1,1.1,5814,56,2,2,7712,3,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.1,5814,206,2,3,3274,3,60,1,5,0,0,5,0,0,0,5,,,,,
1,1.1,5821,32,1,2,6610,2,30,1,5,0,0,1,1,0,0,5,,,,,
1,1.1,5826,38,1,2,6791,3,30,1,1,3,0,5,0,0,0,2,,,,,
1,1.1,5826,40,2,2,6791,4,30,1,1,3,0,1,5,5,0,2,,,,,
1,1.1,5826,188,1,3,7878,2,60,1,5,0,0,5,0,0,5,0,,,,,
1,1.1,5832,31,2,2,2242,3,33,1,5,0,5,1,5,5,0,0,,,,,
1,1.1,5834,35,1,2,293,5,95,1,5,0,5,5,0,5,0,2,,,,,
1,1.1,5834,36,1,2,350,3,60,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,5834,187,2,3,293,4,95,1,5,0,5,5,0,5,0,1,,,,,
1,1.1,5835,37,1,2,2998,3,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.2,5839,32,1,2,402,4,70,1,5,0,0,5,0,0,0,2,1,3.8,4,5,5
1,1.1,5839,33,2,2,402,3,30,1,1,5,0,1,1,0,0,1,,,,,
1,1.1,5841,40,2,2,4453,3,30,1,1,4,0,1,1,0,0,4,,,,,
1,1.2,5853,48,1,2,5018,2,30,1,5,0,0,5,0,0,0,1,1,998,98,6,6
1,1.1,5853,49,1,2,2900,4,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5853,50,1,2,2900,5,30,1,5,0,0,1,1,0,0,1,,,,,
1,1.1,5853,51,2,2,5018,3,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,5853,52,1,2,8148,3,30,1,0,0,0,0,0,0,0,5,,,,,
1,1.2,5858,42,1,2,5898,3,30,1,5,0,0,5,0,0,0,4,1,2.2,4,2,2
1,1.1,5858,44,2,2,4943,2,30,1,1,2,5,5,0,0,0,2,,,,,
1,1.1,5858,194,2,3,2826,2,30,1,5,0,0,5,0,0,1,0,,,,,
1,1.1,5861,39,2,2,4766,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5861,40,1,2,3583,3,33,1,5,0,0,5,0,0,0,1,,,,,
1,1.2,5861,41,2,2,3583,4,33,1,5,0,0,5,0,0,0,2,1,0,0,7,6
1,1.1,5861,42,2,2,4766,3,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5861,44,2,2,3583,5,30,1,1,2,0,5,0,0,0,5,,,,,
1,1.1,5861,45,1,2,4766,4,30,1,0,0,0,0,0,0,0,4,,,,,
1,1.2,5863,47,2,2,4998,4,30,1,5,0,0,5,0,0,1,1,1,2.6,3,2,5
1,1.2,5863,48,1,2,5642,3,30,1,5,0,0,1,1,0,0,1,1,0,0,6,2
1,1.2,5863,49,2,2,5352,2,30,1,5,0,0,5,0,0,0,2,1,0,0,6,8
1,1.1,5863,50,1,2,6298,3,65,1,5,0,0,5,0,0,0,0,,,,,
1,1.1,5863,51,1,2,5352,3,30,1,5,0,5,5,0,5,0,5,,,,,
1,1.1,5863,52,1,2,4998,5,60,1,5,0,5,5,0,0,0,1,,,,,
1,1.1,5863,53,1,2,7501,3,30,1,5,0,5,5,0,0,0,5,,,,,
1,1.1,5864,41,2,2,4699,2,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,5864,42,2,2,4699,3,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.2,5871,33,2,2,5685,2,30,1,5,0,0,1,5,0,0,1,1,2.9,4,6,7
1,1.1,5871,173,1,3,5685,3,30,1,5,0,0,5,0,5,5,1,,,,,
1,1.1,5872,45,1,2,3526,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.2,5872,46,1,2,3526,3,30,1,5,0,5,5,0,0,0,3,1,0,0,0,0
1,1.1,5872,47,2,2,3526,4,30,1,5,0,5,5,0,0,0,1,,,,,
1,1.1,5872,49,2,2,3999,2,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.1,5872,50,1,2,7258,2,30,1,0,0,0,0,0,0,0,5,,,,,
1,1.2,5874,35,2,2,41,2,30,1,5,0,0,5,0,0,0,2,1,997,98,2,2
1,1.2,5874,36,2,2,41,3,30,1,5,0,5,5,0,0,0,2,1,0,0,3,4
1,1.1,5874,37,2,2,41,6,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5876,35,2,2,4529,2,30,1,1,5,0,1,1,0,0,1,,,,,
1,1.1,5876,36,1,2,4529,3,30,1,1,4,0,5,0,0,0,1,,,,,
1,1.2,5897,33,2,2,5776,2,30,1,5,0,0,5,0,5,0,2,1,0,0,6,6
1,1.1,5897,34,2,2,6999,2,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5897,35,2,2,5776,3,30,1,5,0,5,5,0,5,0,2,,,,,
1,1.2,5899,34,2,2,494,2,95,1,5,0,0,5,0,0,5,4,1,998,4,6,6
1,1.1,5901,46,1,2,789,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5901,47,2,2,789,3,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.2,5904,62,2,2,3661,3,30,1,5,0,0,5,0,0,0,1,1,998,98,3,3
1,1.2,5904,63,2,2,3519,4,33,1,5,0,0,5,0,0,0,1,1,3.1,4,6,7
1,1.2,5904,65,1,2,3661,4,30,1,5,0,0,5,0,0,0,1,1,0,0,6,6
1,1.1,5904,68,2,2,5297,4,30,1,5,0,0,1,1,0,1,4,,,,,
1,1.1,5904,69,1,2,3661,5,30,1,1,3,5,1,1,0,0,2,,,,,
1,1.1,5904,72,2,2,7342,3,35,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,5904,73,2,2,2012,2,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,5904,74,1,2,6270,4,30,1,0,0,0,0,0,0,0,2,,,,,
1,1.2,5904,220,1,3,5297,3,33,1,5,0,0,5,0,0,0,1,1,998,98,6,3
1,1.1,5909,41,1,2,6816,2,30,1,5,0,0,5,0,5,0,2,,,,,
1,1.1,5909,43,1,2,8179,5,30,1,5,0,5,5,0,0,0,1,,,,,
1,1.1,5909,44,1,2,6816,3,30,1,0,0,0,0,0,0,0,2,,,,,
1,1.1,5909,45,2,2,7358,5,30,1,0,0,0,0,0,0,0,2,,,,,
1,1.1,5909,197,1,3,7358,4,40,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5916,47,1,2,4146,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5916,48,1,2,8001,3,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5916,49,2,2,8001,4,30,1,5,0,0,5,0,0,0,3,,,,,
1,1.1,5916,51,2,2,4146,3,30,1,5,0,0,5,0,0,0,5,,,,,
1,1.1,5916,53,1,2,8001,5,30,1,5,0,5,5,0,0,0,3,,,,,
1,1.1,5921,35,1,2,6143,4,30,1,1,2,0,5,0,5,0,2,,,,,
1,1.1,5921,36,2,2,6143,5,30,1,1,3,0,5,0,1,0,4,,,,,
1,1.1,5922,54,1,2,6780,2,30,1,1,1,0,5,0,5,0,4,,,,,
1,1.2,5922,58,1,2,4137,3,33,1,5,0,0,1,1,0,0,2,1,0,0,5,2
1,1.2,5922,59,2,2,2880,4,30,1,1,1,0,5,0,0,0,5,1,0,0,4,3
1,1.1,5922,65,1,2,5752,2,30,1,5,0,5,5,0,0,0,2,,,,,
1,1.1,5922,74,2,2,4639,2,30,1,0,0,0,0,0,0,0,4,,,,,
1,1.1,5922,75,1,2,4639,3,30,1,0,0,0,0,0,0,0,5,,,,,
1,1.2,5922,251,1,3,6320,4,30,1,5,0,5,1,1,0,0,2,1,998,98,2,2
1,1.2,5922,255,2,3,2880,3,30,1,5,0,0,5,0,0,0,1,1,997,4,3,3
1,1.1,5938,38,1,2,3100,5,60,1,0,0,0,0,0,0,0,1,,,,,
1,1.2,5938,189,2,3,7971,2,30,1,1,2,0,1,5,0,0,1,1,3.2,4,4,99
1,1.2,5938,190,1,3,7971,3,30,1,1,4,0,5,0,0,0,1,1,0,0,0,0
1,1.2,5940,34,1,2,1799,2,30,1,5,0,0,1,1,0,0,1,1,3.5,4.5,3,3
1,1.2,5940,36,2,2,1799,3,30,1,1,2,0,1,1,0,0,1,1,998,4,6,6
1,1.1,5940,37,2,2,1799,4,30,1,5,0,0,1,5,0,0,2,,,,,
1,1.1,5942,194,2,3,6288,3,30,1,5,0,0,1,5,0,0,2,,,,,
1,1.1,5959,43,1,2,5532,4,30,1,5,0,0,5,0,0,0,0,,,,,
1,1.1,5959,44,2,2,5532,5,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,5959,45,1,2,5941,5,60,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,5959,46,2,2,8027,2,30,1,0,0,0,0,0,0,0,3,,,,,
1,1.1,5960,57,1,2,7383,2,30,1,5,0,0,5,0,0,0,0,,,,,
1,1.2,5960,58,1,2,7383,3,30,1,5,0,5,5,0,0,0,1,1,997,98,6,6
1,1.1,5960,64,1,2,5605,4,60,1,0,0,0,0,0,0,0,2,,,,,
1,1.1,5960,67,2,2,4717,2,30,1,0,0,0,0,0,0,0,4,,,,,
1,1.1,5965,45,2,2,2774,3,30,1,1,2,0,5,0,0,0,3,,,,,
1,1.1,5965,47,1,2,2774,4,30,1,1,5,0,5,0,0,0,0,,,,,
1,1.1,5965,48,1,2,3170,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5969,35,1,2,6648,2,30,1,5,0,0,5,0,0,0,1,,,,,
