KIDS,KID21,ER30001,ER30002,ER32000,ER32006,ER34901,ER34902,ER34903,P21REL,P21E5,P21E6,P21E10_09,P21E15,P21E16_3,P21E26_5,P21E33_6,P21E53A,C21REL,C21B12,C21B13,C21B31,C21B32
1,1.1,5969,36,2,2,6648,3,30,1,5,0,0,1,5,0,0,1,,,,,
1,1.1,5984,38,2,2,3023,4,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,5984,39,1,2,4524,2,30,1,5,0,0,1,1,5,0,1,,,,,
1,1.1,5984,40,2,2,3023,5,30,1,5,0,0,1,5,0,0,2,,,,,
1,1.1,5984,41,1,2,4524,3,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.2,5984,181,1,3,3023,3,30,1,5,0,0,5,0,5,0,1,1,0,0,8,3
1,1.1,5990,43,1,2,3055,3,30,1,5,0,0,5,0,0,1,2,,,,,
1,1.1,5990,44,2,2,5918,3,30,1,1,1,5,5,0,0,0,2,,,,,
1,1.1,5990,47,2,2,3770,2,30,1,1,4,5,5,0,0,0,3,,,,,
1,1.1,5990,48,1,2,2795,3,30,1,0,0,0,0,0,0,0,2,,,,,
1,1.1,5990,49,2,2,3055,4,30,1,5,0,0,1,5,0,1,2,,,,,
1,1.1,5990,50,1,2,3770,3,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.2,5995,50,2,2,3488,2,30,1,5,0,0,5,0,0,0,1,1,1.7,4,6,6
1,1.2,5995,51,1,2,6740,2,30,1,5,0,0,5,0,0,0,3,1,0,0,7,3
1,1.2,5995,52,2,2,3488,3,30,1,5,0,5,5,0,0,0,1,1,0,0,0,0
1,1.1,5995,53,2,2,6740,3,30,1,5,0,0,5,0,0,0,5,,,,,
1,1.1,5995,54,1,2,3488,4,30,1,5,0,0,1,1,0,0,1,,,,,
1,1.1,5995,55,2,2,2823,3,30,1,5,0,0,1,1,0,0,5,,,,,
1,1.1,5995,56,2,2,5410,2,30,1,5,0,5,1,5,5,0,5,,,,,
1,1.1,5995,57,1,2,5410,3,30,1,5,0,0,5,0,5,0,1,,,,,
1,1.2,5998,35,2,2,8132,2,30,1,5,0,0,5,0,0,0,1,1,998,98,3,2
1,1.2,6009,35,2,2,3223,3,30,1,5,0,5,1,1,0,5,1,1,0,0,7,6
1,1.2,6028,58,2,2,6535,3,60,1,1,1,0,5,0,0,0,1,1,3.7,4,7,7
1,1.1,6028,59,2,2,7708,4,33,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6028,62,1,2,6535,4,60,1,1,1,0,5,0,0,0,1,,,,,
1,1.1,6028,66,1,2,7708,5,33,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6028,68,2,2,7708,6,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,6028,187,2,3,7761,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6028,206,2,3,3830,3,30,1,5,0,0,1,1,0,0,4,,,,,
1,1.1,6028,207,2,3,3830,4,30,1,5,0,0,5,0,0,0,0,,,,,
1,1.2,6030,42,2,2,4850,2,30,1,1,5,5,1,1,0,0,1,1,3.7,4,6,6
1,1.2,6030,44,1,2,6639,4,30,1,5,0,0,5,0,0,0,1,1,3,3.7,6,2
1,1.1,6030,45,2,2,6761,2,30,1,1,5,5,1,1,5,0,1,,,,,
1,1.1,6030,47,2,2,3787,5,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,6030,51,2,2,6761,3,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,6040,38,1,2,1832,2,30,1,5,0,5,5,0,0,5,2,,,,,
1,1.1,6041,43,1,2,5187,2,30,1,5,0,0,5,0,0,0,3,,,,,
1,1.2,6069,30,2,2,5558,3,30,1,1,2,0,1,1,0,0,1,1,0,0,6,6
1,1.1,6069,31,1,2,4590,2,30,1,1,4,5,1,1,0,0,5,,,,,
1,1.2,6073,40,1,2,6716,2,30,1,5,0,0,5,0,0,0,4,1,3.5,5,6,6
1,1.2,6073,41,2,2,6716,3,30,1,1,3,0,5,0,0,0,1,1,0,0,7,6
1,1.2,6073,42,2,2,3672,3,30,1,5,0,0,1,5,0,0,5,1,0,0,0,0
1,1.2,6093,46,2,2,5592,5,33,1,1,5,0,5,0,5,0,1,1,3.2,4,6,6
1,1.2,6093,50,2,2,4857,2,30,1,5,0,0,5,0,0,0,2,1,3,4,2,2
1,1.2,6093,53,1,2,4857,3,30,1,5,0,0,5,0,0,0,2,1,998,3.5,99,5
1,1.1,6093,56,2,2,5592,7,33,1,5,0,0,1,5,0,0,1,,,,,
1,1.1,6093,57,2,2,3976,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6093,62,1,2,5592,8,33,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6093,63,2,2,4857,4,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6093,64,1,2,7353,2,30,1,1,5,0,5,0,0,0,2,,,,,
1,1.2,6103,45,2,2,5612,2,30,1,1,2,0,5,0,0,0,1,1,4.12,5,6,6
1,1.2,6103,47,1,2,8021,3,30,1,5,0,5,5,0,5,0,1,1,0,0,0,0
1,1.1,6103,49,2,2,5612,3,30,1,1,1,0,5,0,0,0,2,,,,,
1,1.1,6103,51,2,2,8021,5,30,1,0,0,0,0,0,0,0,2,,,,,
1,1.1,6103,52,2,2,2486,4,30,1,1,3,0,5,0,0,0,5,,,,,
1,1.1,6103,53,2,2,2954,4,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,6103,191,2,3,2954,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6103,196,2,3,2486,3,30,1,1,3,0,5,0,5,0,2,,,,,
1,1.1,6103,201,2,3,2954,3,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.2,6107,54,2,2,2316,4,35,1,5,0,0,5,0,0,0,1,1,3.5,6,6,6
1,1.1,6107,55,1,2,4952,2,30,1,5,0,5,5,0,0,0,1,,,,,
1,1.1,6107,56,1,2,7422,2,30,1,5,0,0,5,0,0,0,0,,,,,
1,1.1,6107,58,2,2,8264,6,30,1,5,0,0,5,0,0,5,1,,,,,
1,1.1,6110,52,1,2,8326,2,30,1,5,0,0,5,0,0,0,4,,,,,
1,1.1,6111,35,2,2,9229,3,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.2,6112,41,1,2,2923,3,30,1,5,0,0,5,0,0,0,2,1,998,4,6,6
1,1.1,6112,43,2,2,1998,2,30,1,0,0,0,0,0,0,0,4,,,,,
1,1.1,6112,44,1,2,5773,2,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,6112,45,2,2,6212,4,60,1,0,0,0,0,0,0,0,2,,,,,
1,1.1,6112,46,2,2,1998,3,30,1,0,0,0,0,0,0,0,4,,,,,
1,1.1,6114,59,2,2,5756,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6114,60,1,2,5756,3,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6114,62,2,2,7623,3,30,1,5,0,0,5,0,0,0,4,,,,,
1,1.1,6114,63,2,2,5756,4,30,1,5,0,5,5,0,0,1,1,,,,,
1,1.1,6114,69,1,2,6373,3,30,1,0,0,0,0,0,0,0,5,,,,,
1,1.1,6114,218,2,3,6373,2,30,1,5,0,5,5,0,0,0,2,,,,,
1,1.2,6115,59,2,2,4860,3,33,1,1,6,0,1,1,0,0,2,1,3.5,4,6,6
1,1.1,6115,63,2,2,4689,3,30,1,1,5,5,1,1,0,0,2,,,,,
1,1.1,6115,66,2,2,5482,2,30,1,1,5,5,5,0,0,0,4,,,,,
1,1.1,6115,69,1,2,5482,3,30,1,0,0,0,0,0,0,0,2,,,,,
1,1.1,6115,72,1,2,5700,2,30,1,0,0,0,0,0,0,0,5,,,,,
1,1.1,6120,36,2,2,7620,3,71,1,5,0,0,5,0,0,0,3,,,,,
1,1.1,6120,37,1,2,8825,3,30,1,0,0,0,0,0,0,0,3,,,,,
1,1.1,6121,75,2,2,6865,2,30,1,1,6,0,1,1,0,0,5,,,,,
1,1.1,6121,76,1,2,6865,3,30,1,1,6,0,5,0,0,0,1,,,,,
1,1.1,6121,79,1,2,6712,4,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.2,6121,224,2,3,6966,3,30,1,1,2,5,5,0,0,0,1,1,4,4,2,2
1,1.2,6121,225,2,3,6966,4,30,1,1,2,0,5,0,5,5,1,1,3.5,4,5,6
1,1.1,6121,243,1,3,6712,3,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6125,39,1,2,4429,3,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,6125,40,2,2,4429,4,30,1,5,0,0,5,0,0,0,4,,,,,
1,1.2,6127,43,2,2,1440,4,30,1,5,0,0,5,0,0,0,5,1,998,98,6,2
1,1.2,6127,44,1,2,1605,2,30,1,5,0,0,5,0,0,0,1,1,3.1,4,6,6
1,1.1,6127,45,1,2,1847,2,30,1,1,2,0,5,0,0,0,1,,,,,
1,1.2,6127,46,2,2,1605,3,30,1,1,6,0,1,1,0,0,1,1,0,0,3,4
1,1.1,6127,48,1,2,1244,3,60,1,0,0,0,0,0,0,0,5,,,,,
1,1.1,6150,38,1,2,3118,3,30,1,5,0,0,5,0,0,0,3,,,,,
1,1.1,6150,39,2,2,4652,3,30,1,0,0,0,0,0,0,0,2,,,,,
1,1.1,6150,40,1,2,3866,3,30,1,1,2,0,5,0,0,0,2,,,,,
1,1.1,6150,41,1,2,3866,4,30,1,0,0,0,0,0,0,0,4,,,,,
1,1.1,6150,189,1,3,3118,2,30,1,5,0,0,5,0,0,0,3,,,,,
1,1.1,6154,36,2,2,7281,4,30,1,1,4,5,1,1,0,0,1,,,,,
1,1.1,6154,38,1,2,7281,5,30,1,1,5,0,5,0,0,0,1,,,,,
1,1.1,6159,49,1,2,5584,5,30,1,1,4,0,5,0,5,0,1,,,,,
1,1.2,6159,50,1,2,6223,3,33,1,5,0,5,5,0,0,0,1,1,2.7,98,6,5
1,1.2,6159,51,2,2,3144,4,30,1,5,0,0,5,0,0,0,2,1,998,98,3,2
1,1.1,6159,52,1,2,5584,6,30,1,1,6,0,5,0,5,0,1,,,,,
1,1.2,6159,53,2,2,5584,7,30,1,5,0,0,5,0,5,0,2,1,0,0,2,2
1,1.2,6159,54,1,2,6223,4,33,1,5,0,0,5,0,0,0,1,1,0,0,6,3
1,1.1,6159,55,1,2,3144,5,30,1,5,0,0,5,0,0,0,5,,,,,
1,1.1,6159,57,1,2,6223,5,33,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6159,61,2,2,3144,6,60,1,0,0,0,0,0,0,0,5,,,,,
1,1.1,6161,35,1,2,1254,2,30,1,1,3,5,5,0,0,0,2,,,,,
1,1.1,6165,41,2,2,4472,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6165,42,1,2,2923,4,30,1,5,0,5,5,0,0,0,3,,,,,
1,1.1,6165,43,2,2,2489,3,30,1,1,3,5,5,0,0,0,2,,,,,
1,1.1,6165,44,1,2,3386,2,30,1,5,0,0,5,0,0,0,3,,,,,
1,1.1,6165,45,1,2,3386,3,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,6166,72,1,2,6187,2,30,1,5,0,0,5,0,0,0,4,,,,,
1,1.1,6166,76,2,2,5617,3,30,1,5,0,0,5,0,0,0,3,,,,,
1,1.1,6166,81,2,2,3564,2,60,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,6166,82,1,2,3564,3,60,1,0,0,0,0,0,0,0,1,,,,,
1,1.2,6166,187,2,3,5470,2,30,1,5,0,0,1,5,0,0,1,1,2.7,4,3,3
1,1.1,6179,45,1,2,3470,3,30,1,5,0,5,5,0,0,0,4,,,,,
1,1.1,6179,46,2,2,3470,4,30,1,5,0,0,5,0,0,0,4,,,,,
1,1.2,6187,43,1,2,6909,3,30,1,1,5,0,1,1,5,0,1,1,3.4,4,7,6
1,1.2,6191,34,2,2,5539,3,30,1,1,1,5,5,0,0,0,1,1,3.43,5,7,7
1,1.2,6191,36,2,2,5051,2,30,1,1,4,0,1,1,0,0,1,1,3.98,4.5,6,6
1,1.2,6191,37,1,2,5051,3,30,1,1,4,5,1,1,0,0,1,1,3.2,4,7,7
1,1.1,6200,44,1,2,2611,5,60,1,0,0,0,0,0,0,0,4,,,,,
1,1.2,6205,47,2,2,6124,2,30,1,5,0,0,1,5,0,0,2,1,3,4,6,6
1,1.2,6205,49,2,2,6124,3,30,1,5,0,0,5,0,0,0,1,1,0,0,6,6
1,1.2,6205,51,1,2,2280,4,30,1,5,0,5,5,0,0,0,1,1,0,0,6,7
1,1.1,6205,52,1,2,3767,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6205,53,1,2,3310,3,30,1,1,3,0,1,1,0,0,4,,,,,
1,1.1,6205,55,2,2,3310,4,30,1,1,3,0,5,0,0,0,3,,,,,
1,1.1,6205,56,1,2,6124,4,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,6205,57,1,2,3310,5,30,1,0,0,0,0,0,0,0,2,,,,,
1,1.1,6205,58,1,2,3767,3,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.2,6210,45,2,2,5844,2,30,1,5,0,0,5,0,0,0,1,1,0,0,4,4
1,1.2,6210,46,1,2,7976,3,30,1,5,0,5,5,0,0,0,2,1,0,0,0,0
1,1.1,6210,48,2,2,7976,4,30,1,1,3,0,1,1,0,0,5,,,,,
1,1.2,6212,45,2,2,5615,2,30,1,5,0,0,5,0,0,0,5,1,3.6,4,6,6
1,1.2,6212,46,2,2,7017,3,33,1,5,0,0,5,0,0,0,1,1,0,0,7,6
1,1.2,6212,47,2,2,2793,2,30,1,5,0,0,5,0,5,0,5,1,0,0,6,2
1,1.1,6212,49,1,2,7791,2,30,1,5,0,0,5,0,0,0,5,,,,,
1,1.1,6212,50,1,2,5615,3,30,1,5,0,0,5,0,0,0,5,,,,,
1,1.1,6212,51,1,2,4349,3,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,6212,52,1,2,4349,4,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.2,6212,186,1,3,7114,2,30,1,5,0,0,5,0,0,0,2,1,2.7,4,6,8
1,1.1,6212,191,2,3,4349,2,30,1,5,0,5,5,0,0,0,1,,,,,
1,1.1,6216,31,1,2,1384,3,30,1,0,0,0,0,0,0,0,2,,,,,
1,1.1,6216,32,1,2,1384,4,30,1,0,0,0,0,0,0,0,4,,,,,
1,1.2,6217,184,1,3,4326,2,30,1,1,2,5,5,0,5,0,2,1,0,0,0,0
1,1.1,6228,38,1,2,8101,3,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6228,39,2,2,8101,4,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6228,40,1,2,8101,5,30,1,5,0,5,5,0,0,0,4,,,,,
1,1.2,6229,35,1,2,130,2,30,1,5,0,0,5,0,0,0,1,1,3.4,4,5,5
1,1.1,6229,36,2,2,130,3,30,1,1,2,0,5,0,0,0,1,,,,,
1,1.2,6231,45,1,2,4541,2,30,1,1,1,0,5,0,0,0,1,1,2.5,4,6,5
1,1.2,6231,49,1,2,4541,3,30,1,5,0,0,5,0,0,0,1,1,0,0,5,99
1,1.1,6231,51,1,2,5198,3,30,1,1,3,5,5,0,0,0,2,,,,,
1,1.1,6231,52,1,2,5198,4,30,1,1,1,5,5,0,0,0,3,,,,,
1,1.1,6231,53,2,2,4541,4,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.1,6231,54,1,2,8152,2,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,6231,55,2,2,5198,5,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.2,6232,50,2,2,5004,5,30,1,5,0,0,5,0,0,0,1,1,2,3,6,6
1,1.1,6232,56,2,2,5008,2,30,1,5,0,5,5,0,0,0,2,,,,,
1,1.1,6232,59,1,2,5008,3,30,1,0,0,0,0,0,0,0,2,,,,,
1,1.2,6262,41,1,2,4619,4,30,1,5,0,5,5,0,0,5,1,1,2.4,4,6,6
1,1.1,6287,53,1,2,4824,2,30,1,1,4,5,5,0,0,0,2,,,,,
1,1.1,6316,34,1,2,1539,2,30,1,5,0,0,1,1,0,0,1,,,,,
1,1.1,6335,42,1,2,4847,2,30,1,1,3,5,5,0,0,0,1,,,,,
1,1.2,6335,44,1,2,3155,3,30,1,5,0,0,5,0,0,0,1,1,0,0,7,6
1,1.2,6335,45,1,2,3155,4,30,1,5,0,0,5,0,0,0,1,1,0,0,6,5
1,1.1,6335,47,2,2,3155,5,30,1,1,1,0,5,0,0,0,3,,,,,
1,1.1,6335,49,2,2,4847,3,30,1,0,0,0,0,0,0,0,2,,,,,
1,1.1,6367,39,2,2,6119,3,30,1,1,5,0,5,0,0,0,1,,,,,
1,1.2,6368,37,2,2,2851,3,30,1,1,2,5,5,0,5,0,2,1,0.26,4,7,6
1,1.2,6368,39,1,2,2153,2,30,1,5,0,0,5,0,0,0,3,1,998,98,3,3
1,1.1,6368,40,2,2,7995,2,30,1,5,0,5,5,0,0,0,2,,,,,
1,1.2,6368,193,1,3,4825,2,60,1,5,0,0,1,1,0,0,1,1,2.5,4,2,2
1,1.1,6368,194,1,3,4825,3,60,1,5,0,0,5,0,0,0,0,,,,,
1,1.2,6370,47,1,2,5139,3,30,1,1,4,0,5,0,5,1,2,1,3,4,6,7
1,1.2,6370,50,2,2,5139,4,30,1,5,0,0,5,0,0,0,2,1,0,0,6,6
1,1.1,6370,51,2,2,2219,2,30,1,5,0,0,1,5,0,0,1,,,,,
1,1.1,6370,52,1,2,2219,3,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.2,6381,43,2,2,2617,3,33,1,1,1,0,1,5,0,0,1,1,3.6,98,3,3
1,1.2,6381,45,2,2,3257,3,30,1,5,0,0,5,0,0,0,1,1,3.2,4,7,7
1,1.2,6381,47,1,2,2617,4,30,1,1,6,5,5,0,0,0,1,1,0,0,0,0
1,1.1,6381,48,1,2,2617,5,30,1,1,4,5,5,0,0,0,5,,,,,
1,1.1,6381,50,1,2,4782,3,30,1,1,5,0,5,0,0,0,2,,,,,
1,1.1,6381,55,1,2,6149,2,30,1,0,0,0,0,0,0,0,2,,,,,
1,1.1,6398,32,1,2,5147,2,30,1,1,6,0,1,1,0,0,1,,,,,
1,1.2,6411,35,1,2,518,2,30,1,5,0,0,5,0,0,0,1,1,0,0,6,6
1,1.2,6411,36,2,2,518,3,30,1,5,0,0,1,5,0,0,1,1,0,0,6,6
1,1.2,6418,38,1,2,3491,3,30,1,5,0,0,5,0,0,0,1,1,3.6,5,2,3
1,1.1,6434,175,2,3,6208,3,30,1,1,3,0,5,0,5,0,5,,,,,
1,1.1,6436,54,2,2,4080,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.2,6436,55,2,2,2168,3,60,1,5,0,0,5,0,0,0,1,1,3.2,4,2,2
1,1.1,6438,34,2,2,1641,3,35,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6438,35,1,2,1641,4,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.2,6438,177,1,3,1172,4,30,1,1,3,5,1,5,5,0,2,1,3,4,6,6
1,1.2,6475,52,2,2,3712,2,30,1,5,0,0,5,0,0,0,1,1,998,4,6,6
1,1.1,6475,55,1,2,3451,3,30,1,5,0,0,5,0,0,0,5,,,,,
1,1.1,6475,58,2,2,5624,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6475,59,1,2,5624,3,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6475,60,2,2,5624,4,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,6475,212,1,3,3451,2,30,1,5,0,5,5,0,0,0,4,,,,,
1,1.1,6478,56,1,2,4806,3,33,1,1,2,0,5,0,5,0,1,,,,,
1,1.1,6478,57,2,2,5318,3,30,1,1,3,0,5,0,0,0,5,,,,,
1,1.1,6478,58,1,2,4806,4,30,1,1,2,0,5,0,5,0,4,,,,,
1,1.1,6478,59,2,2,5318,4,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.1,6478,205,1,3,5940,2,30,1,1,3,5,5,0,0,0,5,,,,,
1,1.1,6484,49,1,2,472,2,30,1,5,0,0,5,0,0,0,5,,,,,
1,1.1,6484,51,2,2,472,3,30,1,5,0,0,5,0,0,0,2,,,,,
1,1.2,6485,46,1,2,6589,3,30,1,5,0,0,5,0,0,0,1,1,3.7,4,6,6
1,1.2,6485,49,2,2,2451,2,30,1,5,0,0,5,0,0,0,1,1,0,0,7,6
1,1.1,6485,206,1,3,3096,3,30,1,1,5,0,1,1,5,5,2,,,,,
1,1.2,6489,30,2,2,872,3,30,1,1,2,0,5,0,0,0,2,1,0,0,6,6
1,1.1,6494,37,1,2,5375,3,30,1,0,0,0,0,0,0,0,3,,,,,
1,1.1,6494,38,1,2,5375,4,30,1,0,0,0,0,0,0,0,4,,,,,
1,1.1,6494,39,1,2,5680,3,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.1,6494,198,1,3,5680,2,30,1,1,3,0,5,0,0,0,0,,,,,
1,1.2,6499,40,1,2,1779,4,30,1,5,0,5,1,1,0,0,1,1,3.8,4,6,6
1,1.1,6499,42,1,2,1590,2,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6519,41,2,2,5734,3,30,1,1,1,0,5,0,0,0,1,,,,,
1,1.1,6519,42,1,2,3185,3,30,1,1,2,0,5,0,0,0,5,,,,,
1,1.1,6537,41,2,2,6592,3,30,1,5,0,0,1,5,0,0,1,,,,,
1,1.1,6537,42,1,2,6592,4,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6537,43,2,2,4209,2,30,1,5,0,0,1,5,0,0,1,,,,,
1,1.1,6537,44,1,2,4209,3,30,1,5,0,0,1,5,0,0,1,,,,,
1,1.1,6537,47,1,2,3882,2,30,1,0,0,0,0,0,0,0,3,,,,,
1,1.1,6539,31,2,2,1429,2,30,1,5,0,0,5,0,5,0,2,,,,,
1,1.1,6539,32,2,2,1429,3,30,1,5,0,0,5,0,5,0,2,,,,,
1,1.2,6545,46,2,2,3289,3,33,1,1,5,0,1,1,0,0,1,1,0,0,6,6
1,1.1,6545,48,2,2,3283,3,30,1,1,1,5,5,0,0,0,4,,,,,
1,1.1,6545,49,1,2,3283,4,30,1,1,1,0,1,5,0,0,4,,,,,
1,1.1,6545,50,1,2,3289,4,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6545,52,1,2,3283,5,30,1,0,0,0,0,0,0,0,4,,,,,
1,1.1,6545,54,1,2,3833,2,30,1,1,2,0,5,0,0,0,2,,,,,
1,1.1,6546,39,1,2,3213,2,30,1,1,2,0,5,0,0,0,2,,,,,
1,1.2,6547,34,2,2,6686,3,33,1,5,0,0,1,5,0,0,3,1,2.8,4,6,6
1,1.1,6547,35,1,2,6009,2,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,6547,36,2,2,6118,3,30,1,0,0,0,0,0,0,0,2,,,,,
1,1.2,6549,32,1,2,1865,3,30,1,5,0,0,5,0,0,0,1,1,3.9,4.6,6,6
1,1.1,6549,33,1,2,1865,4,30,1,5,0,0,5,0,0,0,4,,,,,
1,1.1,6553,178,1,3,985,2,30,1,5,0,5,5,0,0,0,1,,,,,
1,1.2,6560,35,2,2,6826,4,33,1,1,6,0,1,1,5,0,2,1,3.2,4,7,7
1,1.2,6560,36,2,2,6826,5,33,1,1,3,0,1,1,5,0,1,1,0,0,6,6
1,1.2,6571,42,1,2,6256,3,30,1,5,0,0,5,0,0,0,1,1,2.7,4,3,2
1,1.2,6577,45,2,2,5867,4,30,1,1,1,0,5,0,0,0,1,1,3.5,4.5,6,6
1,1.2,6582,39,2,2,4713,3,33,1,1,5,0,1,1,0,0,0,1,0,0,0,0
1,1.1,6582,42,2,2,2852,2,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,6582,43,1,2,4713,4,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.1,6582,44,1,2,4713,5,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.1,6583,73,1,2,6831,2,30,1,5,0,0,5,0,5,0,1,,,,,
1,1.2,6583,76,2,2,5014,4,30,1,5,0,5,5,0,0,0,1,1,0,0,8,2
1,1.1,6583,80,2,2,5014,5,30,1,5,0,5,5,0,0,0,0,,,,,
1,1.1,6583,81,1,2,3505,3,30,1,1,5,0,5,0,0,0,3,,,,,
1,1.1,6583,85,2,2,3505,4,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.2,6583,231,2,3,5014,3,30,1,5,0,0,5,0,5,0,1,1,4,98,7,7
1,1.1,6588,44,1,2,4712,3,30,1,0,0,0,0,0,0,0,1,,,,,
1,1.1,6589,38,1,2,5848,2,30,1,5,0,0,5,0,5,0,2,,,,,
1,1.2,6590,53,2,2,7151,2,30,1,5,0,0,5,0,0,0,1,1,3,4,3,3
1,1.2,6590,54,2,2,7151,3,30,1,5,0,0,5,0,0,0,2,1,0,0,3,7
1,1.1,6590,55,2,2,7151,4,30,1,5,0,5,5,0,0,0,0,,,,,
1,1.1,6590,57,1,2,7994,3,30,1,0,0,0,0,0,0,0,2,,,,,
1,1.2,6590,182,2,3,5719,4,60,1,1,5,0,1,1,0,5,1,1,0,0,8,8
1,1.1,6591,44,1,2,6742,4,30,1,1,1,0,5,0,0,0,1,,,,,
1,1.1,6591,45,2,2,6742,5,30,1,1,5,0,1,1,0,0,1,,,,,
1,1.2,6602,44,1,2,7094,2,30,1,5,0,0,5,0,0,0,5,1,0,0,6,6
1,1.2,6602,47,1,2,7094,3,30,1,5,0,0,5,0,0,0,5,1,0,0,2,2
1,1.1,6602,51,1,2,5216,2,30,1,5,0,0,5,0,0,0,0,,,,,
1,1.1,6602,53,1,2,5216,3,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.1,6607,31,1,2,1213,4,30,1,1,4,0,1,1,0,5,2,,,,,
1,1.1,6615,42,2,2,3294,4,30,1,5,0,5,5,0,0,0,1,,,,,
1,1.1,6615,43,1,2,3294,5,30,1,5,0,5,5,0,0,0,2,,,,,
1,1.2,6616,39,1,2,4537,3,33,1,1,1,0,5,0,0,0,1,1,998,98,2,2
1,1.1,6616,43,1,2,4537,4,33,1,1,1,5,5,0,0,0,2,,,,,
1,1.1,6616,47,1,2,4537,5,30,1,1,2,0,5,0,0,0,1,,,,,
1,1.2,6616,207,2,3,4060,3,30,1,1,2,0,1,1,0,5,2,1,0,0,7,7
1,1.1,6624,38,1,2,1821,5,30,1,5,0,0,5,0,0,0,3,,,,,
1,1.2,6635,61,1,2,4111,2,60,1,1,5,5,1,1,0,0,1,1,3,3.4,6,3
1,1.1,6639,43,2,2,4785,3,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.1,6639,44,1,2,4785,4,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.2,6639,186,2,3,2390,3,30,1,5,0,0,5,0,0,5,1,1,999,99,2,2
1,1.2,6646,45,2,2,5693,2,30,1,1,1,0,1,1,5,0,2,1,0,0,2,2
1,1.2,6646,46,1,2,7229,3,33,1,5,0,0,5,0,0,0,2,1,0,0,6,3
1,1.1,6646,48,2,2,7229,4,30,1,0,0,0,0,0,0,0,2,,,,,
1,1.1,6655,47,2,2,3957,3,30,1,5,0,0,5,0,0,0,1,,,,,
1,1.2,6655,48,2,2,4363,4,33,1,5,0,0,1,1,0,0,1,1,0,0,2,2
1,1.1,6655,50,1,2,3957,4,30,1,5,0,0,5,0,0,0,5,,,,,
1,1.1,6655,51,1,2,4363,5,30,1,0,0,0,0,0,0,0,0,,,,,
1,1.2,6655,186,2,3,4515,2,30,1,5,0,0,1,1,0,0,1,1,3,4,5,2
1,1.1,6663,35,1,2,5781,3,30,1,5,0,0,5,0,0,0,1,,,,,
