KIDS,KID14,ER30001,ER30002,ER32000,ER32006,ER34201,ER34202,ER34203,P14REL,P14E5,P14E6,P14E10_09,P14E15,P14E16_3,P14E26_5,P14E33_6,P14E53,C14REL,C14B12,C14B13
1,1.1,2661,53,2,2,3195,3,30,2,1,4,0,5,0,0,0,3,,,
1,1.1,2661,59,2,2,7115,3,30,2,0,0,0,0,0,0,0,5,,,
1,1.1,2661,60,1,2,7115,4,30,2,0,0,0,0,0,0,0,5,,,
1,1.1,2664,33,1,2,9048,3,30,2,5,0,0,5,0,8,0,1,,,
1,1.2,2665,40,1,2,1107,4,30,2,5,0,0,5,0,0,0,0,3,2.3,4
1,1.1,2671,30,1,2,305,3,60,2,1,3,0,5,0,0,0,3,,,
1,1.1,2671,31,1,2,305,4,60,2,0,0,0,0,0,0,0,3,,,
1,1.1,2673,32,1,2,5722,3,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,2673,33,1,2,5722,4,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,2674,33,2,2,5472,3,30,2,0,0,0,0,0,0,0,4,,,
1,1.1,2674,34,2,2,5472,4,30,2,0,0,0,0,0,0,0,3,,,
1,1.2,2679,31,2,2,509,3,30,2,1,6,0,1,1,5,5,1,3,0,0
1,1.2,2679,32,1,2,509,5,30,2,1,4,5,1,5,5,5,2,3,0,0
1,1.1,2679,33,2,2,509,6,30,2,1,5,0,1,5,5,5,1,,,
1,1.2,2688,37,2,2,3414,2,30,2,5,0,0,5,0,0,0,4,3,4,4
1,1.1,2688,38,1,2,3954,3,30,2,5,0,5,1,5,0,0,3,,,
1,1.1,2688,39,2,2,3954,4,30,2,5,0,5,1,5,0,0,2,,,
1,1.1,2688,40,2,2,5751,4,30,2,5,0,0,5,0,0,5,4,,,
1,1.1,2688,41,2,2,5751,5,30,2,5,0,0,5,0,0,0,0,,,
1,1.1,2688,42,1,2,3414,3,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,2688,43,2,2,3954,5,30,2,0,0,0,0,0,0,0,5,,,
1,1.1,2688,44,1,2,3145,3,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,2688,45,2,2,5751,6,30,2,0,0,0,0,0,0,0,0,,,
1,1.2,2688,180,1,3,5751,3,30,2,5,0,0,1,5,0,0,1,3,0,0
1,1.1,2690,33,2,2,2683,3,30,2,1,5,0,1,5,5,8,2,,,
1,1.1,2690,34,1,2,2683,4,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,2697,32,2,2,7510,5,30,2,1,5,0,1,1,0,0,1,,,
1,1.1,2699,33,2,2,4458,3,30,2,1,4,0,5,0,0,0,1,,,
1,1.2,2701,54,1,2,8422,2,30,2,5,0,5,5,0,0,5,1,3,3.4,4
1,1.2,2701,55,1,2,575,4,30,2,5,0,0,5,0,0,0,5,3,0,0
1,1.2,2701,56,2,2,533,3,30,2,5,0,0,5,0,0,0,1,3,998,98
1,1.2,2701,57,2,2,3237,2,30,2,5,0,0,5,0,5,0,5,3,0,0
1,1.1,2701,58,1,2,533,4,30,2,1,6,0,5,0,0,0,2,,,
1,1.1,2701,59,1,2,533,5,30,2,5,0,0,5,0,5,5,3,,,
1,1.2,2701,60,2,2,5903,3,38,2,5,0,5,5,0,1,0,5,3,0,0
1,1.1,2701,62,2,2,533,6,30,2,5,0,0,5,0,0,0,1,,,
1,1.2,2701,63,2,2,891,2,30,2,5,0,0,1,1,0,0,2,3,0,0
1,1.2,2701,64,1,2,5903,5,38,2,5,0,0,5,0,5,0,5,3,0,0
1,1.1,2701,66,2,2,5042,7,30,2,5,0,5,1,5,0,0,2,,,
1,1.1,2701,67,1,2,8422,3,30,2,0,0,0,0,0,0,0,3,,,
1,1.1,2701,68,1,2,891,3,30,2,0,0,0,0,0,0,0,5,,,
1,1.1,2701,69,1,2,1643,2,30,2,5,0,0,5,0,5,0,1,,,
1,1.2,2701,70,2,2,1895,3,30,2,5,0,5,5,0,0,0,5,3,998,98
1,1.1,2701,71,2,2,2469,2,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,2701,72,2,2,3237,4,30,2,0,0,0,0,0,0,0,5,,,
1,1.1,2701,73,1,2,3807,2,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,2701,74,2,2,3807,3,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,2701,75,1,2,5355,2,30,2,0,0,0,0,0,0,0,3,,,
1,1.1,2701,76,1,2,3237,5,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,2701,77,2,2,600,3,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,2701,78,2,2,2469,3,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,2701,79,1,2,2469,4,30,2,0,0,0,0,0,0,0,0,,,
1,1.2,2701,216,2,3,575,2,30,2,5,0,0,5,0,0,0,1,3,998,4
1,1.1,2701,217,1,3,575,3,30,2,5,0,0,5,0,0,0,4,,,
1,1.2,2701,224,2,3,5042,4,30,2,5,0,0,1,5,0,0,1,3,998,4.5
1,1.2,2701,225,2,3,5042,5,30,2,5,0,0,1,5,0,0,2,3,0,0
1,1.2,2701,230,1,3,8759,2,30,2,5,0,0,5,0,0,0,0,3,0,0
1,1.1,2701,237,2,3,5042,6,30,2,5,0,0,1,5,0,0,1,,,
1,1.2,2701,238,1,3,5903,4,38,2,5,0,5,5,0,1,0,5,3,0,0
1,1.2,2701,251,2,3,8759,3,30,2,5,0,0,5,0,0,0,0,3,0,0
1,1.1,2704,35,2,2,6550,2,30,2,5,0,0,5,0,0,0,5,,,
1,1.2,2704,198,2,3,6647,4,33,2,5,0,0,5,0,0,5,1,3,998,4
1,1.2,2707,52,2,2,7381,3,30,2,1,2,0,5,0,0,5,2,3,0,0
1,1.1,2707,53,1,2,5847,3,30,2,1,5,0,1,1,0,0,2,,,
1,1.1,2707,57,1,2,6977,3,30,2,5,0,5,5,0,0,0,0,,,
1,1.1,2707,58,2,2,5847,4,30,2,1,5,0,1,1,0,0,2,,,
1,1.1,2707,60,1,2,4856,5,96,2,1,4,0,5,0,5,0,5,,,
1,1.1,2707,61,1,2,7381,4,30,2,1,2,0,5,0,0,5,2,,,
1,1.1,2707,62,1,2,6977,4,30,2,5,0,5,5,0,0,0,3,,,
1,1.1,2707,65,2,2,5847,5,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,2707,66,2,2,6977,5,30,2,0,0,0,0,0,0,0,4,,,
1,1.1,2707,69,1,2,5294,3,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,2707,196,2,3,5294,2,30,2,0,0,0,0,0,0,0,2,,,
1,1.2,2708,35,2,2,6180,4,30,2,5,0,0,1,5,5,0,1,3,0,0
1,1.1,2708,37,1,2,6180,5,30,2,1,2,0,5,0,5,0,1,,,
1,1.2,2712,33,2,2,7547,3,30,2,5,0,0,5,0,0,5,1,3,3.6,4
1,1.2,2712,34,2,2,1784,3,30,2,5,0,0,5,0,0,5,5,3,3,4
1,1.2,2712,35,2,2,1784,4,30,2,1,6,0,1,1,5,5,1,3,3.5,4.3
1,1.2,2712,36,1,2,3015,3,30,2,5,0,0,5,0,0,0,1,3,0,0
1,1.1,2712,37,1,2,3015,4,30,2,0,0,0,0,0,0,0,1,,,
1,1.2,2714,38,1,2,3717,2,30,2,5,0,0,5,0,5,5,1,3,998,98
1,1.2,2714,39,1,2,4169,3,33,2,5,0,0,5,0,5,0,1,3,0,0
1,1.1,2714,40,2,2,8130,3,30,2,5,0,0,5,0,0,0,1,,,
1,1.2,2714,41,1,2,5672,3,30,2,1,1,5,5,0,5,0,5,3,0,0
1,1.1,2714,42,1,2,4131,3,30,2,1,2,5,1,1,5,0,2,,,
1,1.1,2714,43,1,2,4131,4,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,2714,44,1,2,8573,2,30,2,1,3,0,5,0,0,0,0,,,
1,1.1,2714,45,2,2,5672,4,30,2,0,0,0,0,0,0,0,3,,,
1,1.1,2715,32,2,2,4801,3,30,2,0,0,0,0,0,0,0,3,,,
1,1.1,2715,33,2,2,4801,4,30,2,0,0,0,0,0,0,0,0,,,
1,1.2,2717,39,1,2,6233,4,30,2,5,0,0,5,0,0,0,1,3,998,98
1,1.1,2717,40,1,2,4672,3,30,2,1,1,0,5,0,0,0,1,,,
1,1.1,2717,41,2,2,4672,4,30,2,1,2,0,1,5,0,5,1,,,
1,1.1,2722,32,1,2,7,4,60,2,0,0,0,0,0,0,0,3,,,
1,1.1,2727,39,1,2,3687,2,30,2,1,4,0,1,1,5,0,2,,,
1,1.1,2727,42,2,2,5583,3,30,2,0,0,0,0,0,0,0,5,,,
1,1.1,2727,45,1,2,5583,4,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,2730,34,2,2,5356,3,30,2,0,0,0,0,0,0,0,1,,,
1,1.2,2731,38,2,2,3181,3,30,2,5,0,5,1,5,0,0,5,3,0,0
1,1.1,2731,39,2,2,3181,4,30,2,5,0,0,1,5,0,0,5,,,
1,1.1,2731,40,1,2,6585,2,30,2,5,0,0,1,1,5,0,2,,,
1,1.1,2738,35,2,2,1547,4,30,2,5,0,0,1,5,0,0,2,,,
1,1.1,2752,35,1,2,7283,4,30,2,5,0,0,5,0,0,0,2,,,
1,1.1,2752,36,1,2,7283,5,30,2,1,6,0,1,1,0,5,1,,,
1,1.1,2752,37,1,2,7016,3,30,2,5,0,5,5,0,0,0,0,,,
1,1.1,2752,38,1,2,7016,4,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,2752,39,2,2,7016,5,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,2752,40,1,2,7016,6,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,2752,175,2,3,7016,2,30,2,5,0,0,5,0,0,0,5,,,
1,1.1,2753,36,2,2,2409,3,30,2,5,0,0,5,0,0,0,3,,,
1,1.1,2753,37,2,2,2292,3,30,2,5,0,0,5,0,5,5,2,,,
1,1.1,2753,38,1,2,2292,4,30,2,5,0,0,5,0,5,5,2,,,
1,1.1,2753,39,2,2,2409,4,30,2,5,0,0,5,0,0,0,2,,,
1,1.1,2753,40,1,2,1247,3,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,2753,41,2,2,2409,5,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,2753,42,1,2,1521,3,30,2,0,0,0,0,0,0,0,2,,,
1,1.2,2755,32,2,2,2123,3,30,2,1,2,0,1,1,0,5,1,3,3.84,4
1,1.2,2755,33,2,2,1794,3,30,2,5,0,0,1,5,0,5,1,3,0,0
1,1.1,2755,34,1,2,2123,4,30,2,1,2,0,5,0,0,0,1,,,
1,1.1,2758,30,1,2,2217,3,30,2,1,2,0,5,0,0,5,5,,,
1,1.1,2760,32,1,2,3130,3,30,2,0,0,0,0,0,0,0,3,,,
1,1.2,2770,32,1,2,6656,3,30,2,5,0,0,5,0,0,5,1,3,0,0
1,1.1,2770,35,1,2,6656,4,30,2,5,0,0,5,0,0,0,1,,,
1,1.1,2770,36,2,2,6656,5,30,2,5,0,0,5,0,0,0,1,,,
1,1.1,2771,36,2,2,3736,3,30,2,1,4,5,1,5,5,0,2,,,
1,1.1,2771,38,2,2,3736,4,30,2,1,4,0,5,0,5,5,1,,,
1,1.1,2771,39,1,2,3736,5,30,2,1,6,0,1,1,5,1,2,,,
1,1.1,2776,33,2,2,67,2,30,2,1,5,0,1,1,0,0,1,,,
1,1.1,2779,34,1,2,2859,3,30,2,1,6,0,1,1,1,0,4,,,
1,1.2,2780,35,1,2,6808,3,30,2,5,0,0,5,0,0,0,5,3,0,0
1,1.2,2781,34,2,2,3859,3,33,2,1,5,0,1,1,5,5,2,3,0,0
1,1.1,2781,35,2,2,2136,3,30,2,1,5,0,1,5,0,0,1,,,
1,1.1,2781,36,2,2,2136,4,30,2,1,4,5,1,5,0,0,1,,,
1,1.1,2781,37,2,2,7325,2,30,2,1,5,0,1,1,0,5,1,,,
1,1.1,2781,38,2,2,2136,5,30,2,1,4,0,1,5,0,0,1,,,
1,1.1,2781,39,1,2,7325,3,30,2,1,1,0,5,0,0,5,1,,,
1,1.1,2781,40,1,2,3859,4,30,2,0,0,0,0,0,0,0,4,,,
1,1.1,2786,35,1,2,3042,5,60,2,5,0,0,5,0,5,0,1,,,
1,1.1,2786,36,1,2,3042,6,60,2,1,5,0,5,0,5,0,1,,,
1,1.1,2786,37,2,2,3042,7,60,2,5,0,0,5,0,5,0,1,,,
1,1.1,2794,30,2,2,8672,3,30,2,1,4,5,1,5,0,0,1,,,
1,1.1,2794,31,1,2,1978,2,30,2,1,1,0,5,0,5,0,1,,,
1,1.1,2794,32,2,2,1978,3,30,2,1,5,0,1,1,5,0,4,,,
1,1.1,2794,33,1,2,1978,4,30,2,1,3,0,5,0,5,0,2,,,
1,1.2,2800,36,2,2,3590,4,30,2,5,0,0,5,0,0,0,2,3,0,0
1,1.2,2800,37,1,2,3590,5,30,2,5,0,0,5,0,0,0,2,3,0,0
1,1.1,2800,38,2,2,5256,3,30,2,1,2,0,5,0,5,0,3,,,
1,1.1,2800,41,1,2,5256,4,30,2,0,0,0,0,0,0,0,4,,,
1,1.1,2801,36,2,2,1526,3,30,2,1,2,0,1,5,0,1,2,,,
1,1.1,2801,38,2,2,5462,2,30,2,1,3,0,5,0,0,0,0,,,
1,1.1,2801,39,2,2,1526,4,30,2,1,2,5,1,5,0,1,3,,,
1,1.1,2801,40,1,2,1526,5,30,2,1,1,0,5,0,0,1,4,,,
1,1.2,2801,41,1,2,2822,2,30,2,5,0,0,5,0,0,0,3,3,0,0
1,1.1,2801,42,2,2,2857,3,30,2,5,0,0,5,0,0,1,3,,,
1,1.1,2801,43,1,2,2857,4,30,2,5,0,0,5,0,0,0,3,,,
1,1.1,2801,44,1,2,5452,2,30,2,5,0,0,1,1,5,0,4,,,
1,1.1,2801,45,2,2,2857,5,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,2801,193,1,3,1083,4,60,2,0,0,0,0,0,0,0,1,,,
1,1.2,2802,31,1,2,3039,3,30,2,1,6,0,1,1,5,5,1,3,0,0
1,1.1,2802,32,1,2,3039,4,30,2,1,6,0,1,1,0,0,1,,,
1,1.1,2802,33,1,2,3039,5,30,2,1,6,0,1,1,5,0,3,,,
1,1.1,2802,34,1,2,3392,3,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,2802,35,1,2,3392,4,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,2805,32,2,2,6268,3,30,2,1,5,0,1,1,0,0,1,,,
1,1.1,2805,33,1,2,393,3,30,2,1,6,0,1,1,0,0,1,,,
1,1.1,2805,34,2,2,6268,4,30,2,1,3,0,1,5,0,0,2,,,
1,1.1,2805,35,2,2,6268,5,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,2806,34,2,2,1764,3,30,2,1,5,0,5,0,0,0,5,,,
1,1.1,2806,35,2,2,1764,4,30,2,1,5,0,5,0,0,0,3,,,
1,1.1,2806,36,1,2,1764,5,30,2,1,4,0,5,0,0,0,3,,,
1,1.1,2816,36,2,2,6373,3,30,2,5,0,0,1,5,0,0,2,,,
1,1.1,2816,37,2,2,6373,4,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,2816,38,1,2,6373,5,30,2,0,0,0,0,0,0,0,2,,,
1,1.2,2827,32,1,2,6502,4,30,2,5,0,0,5,0,0,0,1,3,2.3,3
1,1.2,2827,33,2,2,5479,2,30,2,5,0,5,1,1,0,0,1,3,0,0
1,1.1,2827,34,2,2,8847,3,30,2,0,0,0,0,0,0,0,4,,,
1,1.2,2827,178,1,3,6502,3,30,2,5,0,0,5,0,0,0,1,3,2.3,2
1,1.2,2828,33,1,2,7308,2,30,2,1,1,5,5,0,0,0,1,3,0,0
1,1.2,2831,34,1,2,3867,4,30,2,5,0,5,5,0,0,5,5,3,2,4
1,1.2,2835,32,2,2,7118,4,30,2,1,2,0,5,0,5,5,1,3,3.98,4
1,1.1,2846,31,2,2,5335,3,30,2,1,5,0,5,0,0,0,3,,,
1,1.2,2847,42,1,2,3338,4,30,2,5,0,5,5,0,0,0,2,3,998,4
1,1.2,2847,43,1,2,3338,5,30,2,5,0,5,5,0,0,0,2,3,0,0
1,1.1,2847,45,2,2,8385,3,35,2,5,0,5,1,5,0,0,3,,,
1,1.2,2848,47,1,2,422,2,30,2,5,0,0,5,0,0,0,1,3,0,0
1,1.2,2848,48,1,2,207,3,30,2,5,0,5,1,1,5,0,2,3,0,0
1,1.2,2848,49,2,2,207,4,30,2,5,0,5,1,1,5,0,2,3,0,0
1,1.1,2848,50,1,2,6611,3,30,2,5,0,0,5,0,0,0,3,,,
1,1.1,2848,51,1,2,422,3,30,2,5,0,5,5,0,0,0,1,,,
1,1.1,2848,52,1,2,422,4,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,2848,53,1,2,207,5,30,2,5,0,5,1,1,5,0,2,,,
1,1.1,2848,54,1,2,6611,4,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,2848,55,2,2,300,3,30,2,0,0,0,0,0,0,0,1,,,
1,1.2,2850,32,2,2,3828,3,30,2,1,5,0,1,5,0,0,2,3,0,0
1,1.1,2851,36,1,2,5754,3,30,2,1,1,0,5,0,0,0,2,,,
1,1.1,2851,38,1,2,5754,4,30,2,0,0,0,0,0,0,0,0,,,
1,1.2,2852,56,2,2,2057,2,30,2,1,5,0,1,1,5,5,1,3,3.8,4
1,1.2,2852,57,1,2,5532,5,30,2,5,0,0,5,0,0,0,1,3,1.4,4
1,1.2,2852,58,2,2,5480,3,30,2,1,5,0,1,5,0,0,1,3,0,0
1,1.2,2852,59,2,2,2741,3,35,2,1,5,0,5,0,0,5,2,3,0,0
1,1.1,2852,60,1,2,674,3,30,2,5,0,0,5,0,0,0,0,,,
1,1.1,2852,61,2,2,5532,6,30,2,5,0,0,5,0,0,5,0,,,
1,1.1,2852,62,1,2,2741,4,35,2,1,4,0,5,0,0,5,1,,,
1,1.1,2852,64,1,2,674,4,30,2,5,0,0,5,0,0,0,0,,,
1,1.1,2852,67,2,2,5480,4,30,2,1,5,0,5,0,0,0,1,,,
1,1.1,2852,68,1,2,1864,3,30,2,1,4,0,5,0,5,0,4,,,
1,1.1,2852,69,2,2,4831,3,35,2,1,5,0,1,1,5,0,4,,,
1,1.1,2852,70,2,2,5480,5,30,2,1,3,0,1,5,0,0,1,,,
1,1.1,2852,71,2,2,4831,4,35,2,1,4,0,5,0,5,0,4,,,
1,1.1,2852,72,1,2,1864,4,30,2,0,0,0,0,0,0,0,3,,,
1,1.1,2852,73,1,2,3886,3,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,2852,74,2,2,5282,4,60,2,0,0,0,0,0,0,0,0,,,
1,1.1,2852,75,1,2,7576,5,30,2,0,0,0,0,0,0,0,0,,,
1,1.2,2860,33,1,2,1578,2,60,2,1,1,0,5,0,0,5,1,3,2.4,4
1,1.2,2860,34,1,2,1578,3,60,2,1,1,0,5,0,0,5,1,3,0,0
1,1.2,2860,35,2,2,2322,3,30,2,1,5,0,1,1,5,0,1,3,0,0
1,1.1,2860,36,1,2,2322,4,30,2,1,3,0,5,0,5,0,1,,,
1,1.1,2860,37,1,2,2322,5,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,2876,33,2,2,6989,6,30,2,5,0,0,5,0,0,0,1,,,
1,1.1,2876,34,1,2,7219,2,30,2,0,0,0,0,0,0,0,1,,,
1,1.2,2876,170,1,3,6989,7,30,2,5,0,0,5,0,0,0,1,3,0,0
1,1.2,2876,171,1,3,6989,5,30,2,1,5,5,1,1,0,0,1,3,0,0
1,1.2,2880,32,1,2,7178,2,30,2,1,1,0,1,1,0,0,1,3,3.7,4.25
1,1.2,2881,38,2,2,453,3,30,2,1,2,5,1,5,5,5,1,3,3.2,4
1,1.2,2881,177,2,3,5529,2,30,2,1,4,0,5,0,0,0,5,3,0,0
1,1.2,2881,178,2,3,5529,3,30,2,5,0,0,1,1,0,0,5,3,0,0
1,1.1,2881,179,1,3,5529,4,30,2,0,0,0,0,0,0,0,4,,,
1,1.1,2882,35,1,2,3594,3,30,2,1,3,0,1,1,0,5,4,,,
1,1.1,2882,36,2,2,3594,4,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,2882,37,1,2,3594,5,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,2885,36,1,2,6262,3,30,2,5,0,0,5,0,0,5,1,,,
1,1.1,2885,37,2,2,6262,4,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,2885,38,1,2,6262,5,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,2887,39,1,2,1853,2,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,2890,32,1,2,2105,3,30,2,5,0,0,5,0,0,0,2,,,
1,1.1,2890,33,2,2,3293,3,30,2,5,0,0,5,0,0,0,2,,,
1,1.1,2890,34,1,2,2105,4,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,2890,35,2,2,3293,4,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,2897,45,1,2,4483,3,30,2,0,0,0,0,0,0,0,0,,,
1,1.2,2900,33,1,2,2324,3,30,2,5,0,5,5,0,0,0,2,3,3.92,4
1,1.2,2900,35,1,2,2324,4,30,2,1,5,0,1,1,0,0,2,3,0,0
1,1.1,2902,36,2,2,7830,3,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,2907,44,2,2,8614,3,30,2,5,0,0,5,0,5,0,1,,,
1,1.2,2907,45,1,2,8012,3,30,2,1,6,0,1,1,0,0,1,3,0,0
1,1.1,2907,46,2,2,8012,4,30,2,5,0,0,1,1,0,0,5,,,
1,1.1,2907,47,2,2,3236,3,30,2,1,5,0,5,0,0,0,2,,,
1,1.1,2907,49,2,2,8906,3,30,2,5,0,0,5,0,0,0,0,,,
1,1.1,2907,50,1,2,8012,5,30,2,5,0,0,5,0,0,1,5,,,
1,1.1,2907,51,1,2,8012,6,30,2,0,0,0,0,0,0,0,5,,,
1,1.1,2907,52,1,2,3236,4,30,2,1,4,0,5,0,0,0,0,,,
1,1.1,2907,53,1,2,8622,4,30,2,0,0,0,0,0,0,0,2,,,
1,1.2,2907,197,2,3,8622,3,30,2,5,0,0,5,0,0,0,2,3,0,0
1,1.1,2907,201,1,3,8622,5,30,2,0,0,0,0,0,0,0,2,,,
1,1.2,2910,35,1,2,8619,3,35,2,5,0,5,5,0,0,0,0,3,0,0
1,1.1,2921,34,2,2,1216,2,30,2,1,1,5,1,1,0,0,0,,,
1,1.1,2924,33,1,2,495,3,30,2,1,5,0,1,1,0,0,1,,,
1,1.1,2924,34,1,2,495,4,30,2,1,4,5,1,1,0,5,1,,,
1,1.1,2924,35,1,2,495,5,30,2,5,0,0,5,0,0,5,1,,,
1,1.1,3007,30,2,2,1430,3,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,3007,31,2,2,1430,4,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,3009,30,1,2,2436,3,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,3010,30,1,2,8355,3,30,2,0,0,0,0,0,0,0,1,,,
1,1.2,3013,30,1,2,2432,3,30,2,1,6,0,5,0,0,0,1,3,998,98
1,1.2,3027,30,1,2,2298,4,30,2,1,5,0,1,1,0,0,1,3,998,98
1,1.1,3028,170,2,3,4788,2,30,2,5,0,5,5,0,5,0,2,,,
1,1.1,3032,30,2,2,966,2,30,2,0,0,0,0,0,0,0,5,,,
1,1.1,3034,30,1,2,158,3,30,2,5,0,0,1,1,0,0,3,,,
1,1.1,3034,31,1,2,158,4,30,2,5,0,0,5,0,0,0,4,,,
1,1.2,3046,30,1,2,4289,5,60,2,5,0,0,5,0,0,0,0,3,0,0
1,1.1,3046,31,1,2,4289,6,60,2,5,0,5,5,0,0,0,0,,,
1,1.2,3052,30,1,2,9001,2,30,2,5,0,0,5,0,0,0,5,3,2.5,5
1,1.2,3052,31,2,2,9001,3,30,2,5,0,0,5,0,0,0,2,3,0,0
1,1.1,3053,30,1,2,5302,3,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,3053,31,2,2,8001,3,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,3056,30,2,2,6343,2,30,2,0,0,0,0,0,0,0,0,,,
1,1.2,3057,32,1,2,5919,4,30,2,1,4,0,5,0,0,0,2,3,0,0
1,1.1,3058,33,1,2,5710,4,30,2,1,4,0,5,0,0,0,1,,,
1,1.1,3062,30,1,2,7459,3,30,2,5,0,5,1,1,0,0,2,,,
1,1.1,3065,30,1,2,2441,3,30,2,1,5,0,1,1,0,0,2,,,
1,1.1,3065,31,2,2,2441,4,30,2,1,5,0,1,1,0,0,1,,,
1,1.2,3066,30,1,2,149,3,30,2,1,2,0,5,0,5,0,1,3,998,98
1,1.2,3078,30,2,2,8114,3,30,2,5,0,5,5,0,0,0,1,3,3.4,4.5
1,1.2,3078,31,1,2,8170,3,30,2,1,2,5,5,0,5,0,4,3,0,0
1,1.2,3078,32,1,2,1833,2,30,2,1,2,0,5,0,0,0,1,3,0,0
1,1.2,3078,33,1,2,8170,4,30,2,1,2,0,5,0,5,0,4,3,0,0
1,1.1,3078,34,2,2,1833,5,30,2,1,5,5,1,1,0,0,1,,,
1,1.2,3082,30,2,2,9106,3,30,2,5,0,0,5,0,0,5,1,3,0,0
1,1.2,3084,30,1,2,7240,4,30,2,1,3,0,5,0,0,0,1,3,0,0
1,1.2,3086,30,1,2,8228,3,30,2,1,6,5,1,1,0,1,1,3,2.8,4
1,1.1,3086,31,2,2,8228,4,30,2,1,4,5,1,5,0,5,2,,,
1,1.1,3088,30,1,2,6990,3,30,2,0,0,0,0,0,0,0,5,,,
1,1.1,3088,31,1,2,6990,4,30,2,0,0,0,0,0,0,0,5,,,
1,1.2,3094,30,1,2,5878,4,30,2,5,0,0,5,0,0,0,2,3,4.13,4.3
1,1.1,3095,30,1,2,6890,4,30,2,1,6,0,1,1,0,0,2,,,
1,1.1,3095,31,1,2,6890,5,30,2,5,0,0,1,1,0,0,1,,,
1,1.1,3095,32,1,2,6194,3,30,2,1,4,0,5,0,0,0,2,,,
1,1.2,3095,33,2,2,6890,6,60,2,5,0,0,5,0,0,0,3,3,0,0
1,1.1,3095,34,1,2,8204,4,30,2,5,0,0,5,0,0,0,3,,,
1,1.1,3095,35,2,2,8204,5,30,2,0,0,0,0,0,0,0,3,,,
1,1.1,3095,36,2,2,6890,7,60,2,0,0,0,0,0,0,0,0,,,
1,1.1,3095,37,2,2,6194,4,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,3095,38,2,2,6772,3,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,3095,172,1,3,8204,3,30,2,5,0,5,5,0,0,0,2,,,
1,1.2,3096,30,2,2,5852,4,30,2,1,3,5,5,0,5,5,2,3,3.42,4
1,1.1,3098,31,2,2,8761,3,30,2,0,0,0,0,0,0,0,0,,,
1,1.2,3099,30,1,2,7729,6,30,2,5,0,5,5,0,5,0,1,3,998,4
1,1.1,3101,173,2,3,1453,3,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,3104,30,1,2,3119,3,30,2,1,6,5,1,1,0,0,1,,,
1,1.1,3107,30,1,2,5219,3,30,2,1,1,5,1,1,5,0,1,,,
1,1.1,3108,30,2,2,5193,3,30,2,1,3,0,5,0,5,0,2,,,
1,1.1,3108,31,1,2,5193,4,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,3111,30,1,2,7969,7,60,2,0,0,0,0,0,0,0,4,,,
1,1.1,3117,33,1,2,8911,3,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,3131,30,2,2,5079,3,30,2,0,0,0,0,0,0,0,3,,,
1,1.1,3133,30,2,2,8549,3,30,,,,,,,,,,3,998,5
1,1.1,3133,31,2,2,8549,4,30,,,,,,,,,,3,0,0
