KIDS,KID14,ER30001,ER30002,ER32000,ER32006,ER34201,ER34202,ER34203,P14REL,P14E5,P14E6,P14E10_09,P14E15,P14E16_3,P14E26_5,P14E33_6,P14E53,C14REL,C14B12,C14B13,GPA_normalized
1,1.2,2479,30,1,2,6214,4,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,3.0,1.4,4.0,0.35
1,1.2,2487,180,2,3,2576,3,33,2.0,1.0,3.0,0.0,1.0,5.0,5.0,0.0,1.0,3.0,3.0,4.0,0.75
1,1.2,2490,37,2,2,8123,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.25,4.0,0.8125
1,1.2,2502,38,2,2,6056,4,30,2.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,2.0,3.0,2.1,4.0,0.525
1,1.2,2509,45,2,2,4095,4,30,2.0,1.0,2.0,0.0,1.0,5.0,0.0,5.0,2.0,3.0,4.0,4.0,1.0
1,1.2,2515,43,1,2,8526,4,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.6,4.0,0.9
1,1.2,2524,32,2,2,2368,3,30,2.0,1.0,1.0,0.0,5.0,0.0,5.0,5.0,1.0,3.0,3.5,4.0,0.875
1,1.2,2524,33,1,2,2481,4,30,2.0,1.0,1.0,0.0,5.0,0.0,5.0,0.0,1.0,3.0,3.7,4.0,0.925
1,1.2,2524,34,1,2,1961,4,30,2.0,1.0,2.0,0.0,1.0,5.0,5.0,5.0,3.0,3.0,3.3,4.0,0.825
1,1.2,2526,36,1,2,2705,3,30,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,3.5,4.0,0.875
1,1.2,2530,39,1,2,7981,4,30,2.0,1.0,3.0,0.0,5.0,0.0,0.0,5.0,2.0,3.0,3.86,4.0,0.965
1,1.2,2593,34,2,2,7418,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.5,4.0,0.875
1,1.2,2610,33,1,2,1662,4,30,2.0,1.0,1.0,5.0,5.0,0.0,5.0,0.0,3.0,3.0,2.3,3.2,0.7187499999999999
1,1.2,2611,40,2,2,2852,3,33,2.0,1.0,1.0,5.0,5.0,0.0,0.0,5.0,1.0,3.0,2.8,4.5,0.6222222222222222
1,1.2,2611,189,2,3,2808,5,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.1,4.0,0.775
1,1.2,2614,178,2,3,6820,4,30,2.0,1.0,1.0,0.0,5.0,0.0,5.0,0.0,1.0,3.0,3.3,4.0,0.825
1,1.2,2615,51,1,2,2660,4,30,2.0,1.0,1.0,0.0,5.0,0.0,5.0,5.0,2.0,3.0,3.9,4.0,0.975
1,1.2,2618,38,1,2,4678,5,30,2.0,1.0,6.0,0.0,5.0,0.0,5.0,5.0,1.0,3.0,3.8,4.0,0.95
1,1.2,2628,39,1,2,6613,3,30,2.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.6,4.0,0.9
1,1.2,2633,33,2,2,6040,3,30,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,4.0,4.0,1.0
1,1.2,2635,31,1,2,1786,3,30,2.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,3.0,4.11,5.0,0.8220000000000001
1,1.2,2640,31,1,2,2311,3,30,2.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.75,5.0,0.75
1,1.2,2642,36,1,2,8561,3,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,3.2,4.5,0.7111111111111111
1,1.2,2665,40,1,2,1107,4,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,2.3,4.0,0.575
1,1.2,2688,37,2,2,3414,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,3.0,4.0,4.0,1.0
1,1.2,2701,54,1,2,8422,2,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,1.0,3.0,3.4,4.0,0.85
1,1.2,2712,33,2,2,7547,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,3.0,3.6,4.0,0.9
1,1.2,2712,34,2,2,1784,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,3.0,3.0,4.0,0.75
1,1.2,2712,35,2,2,1784,4,30,2.0,1.0,6.0,0.0,1.0,1.0,5.0,5.0,1.0,3.0,3.5,4.3,0.813953488372093
1,1.2,2755,32,2,2,2123,3,30,2.0,1.0,2.0,0.0,1.0,1.0,0.0,5.0,1.0,3.0,3.84,4.0,0.96
1,1.2,2827,32,1,2,6502,4,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,2.3,3.0,0.7666666666666666
1,1.2,2827,178,1,3,6502,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,2.3,2.0,1.15
1,1.2,2831,34,1,2,3867,4,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,3.0,2.0,4.0,0.5
1,1.2,2835,32,2,2,7118,4,30,2.0,1.0,2.0,0.0,5.0,0.0,5.0,5.0,1.0,3.0,3.98,4.0,0.995
1,1.2,2852,56,2,2,2057,2,30,2.0,1.0,5.0,0.0,1.0,1.0,5.0,5.0,1.0,3.0,3.8,4.0,0.95
1,1.2,2852,57,1,2,5532,5,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,1.4,4.0,0.35
1,1.2,2860,33,1,2,1578,2,60,2.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,1.0,3.0,2.4,4.0,0.6
1,1.2,2880,32,1,2,7178,2,30,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,3.7,4.25,0.8705882352941177
1,1.2,2881,38,2,2,453,3,30,2.0,1.0,2.0,5.0,1.0,5.0,5.0,5.0,1.0,3.0,3.2,4.0,0.8
1,1.2,2900,33,1,2,2324,3,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,3.0,3.92,4.0,0.98
1,1.2,3052,30,1,2,9001,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,3.0,2.5,5.0,0.5
1,1.2,3078,30,2,2,8114,3,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,3.4,4.5,0.7555555555555555
1,1.2,3086,30,1,2,8228,3,30,2.0,1.0,6.0,5.0,1.0,1.0,0.0,1.0,1.0,3.0,2.8,4.0,0.7
1,1.2,3094,30,1,2,5878,4,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,4.13,4.3,0.9604651162790698
1,1.2,3096,30,2,2,5852,4,30,2.0,1.0,3.0,5.0,5.0,0.0,5.0,5.0,2.0,3.0,3.42,4.0,0.855
1,1.2,3137,30,1,2,6217,2,30,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,3.15,4.0,0.7875
1,1.2,3147,30,2,2,6712,3,35,2.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,3.34,4.0,0.835
1,1.2,3149,30,2,2,7605,4,30,2.0,1.0,5.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0,2.6,5.0,0.52
1,1.2,3151,30,1,2,6150,5,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,3.4,4.0,0.85
1,1.2,3208,30,1,2,6218,4,30,2.0,5.0,0.0,0.0,5.0,0.0,5.0,1.0,4.0,3.0,3.0,4.0,0.75
1,1.2,3214,30,2,2,30,3,30,2.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,3.0,2.5,4.0,0.625
1,1.2,3217,30,2,2,7529,4,30,2.0,1.0,5.0,0.0,5.0,0.0,5.0,5.0,3.0,3.0,3.4,4.0,0.85
1,1.2,3242,30,1,2,6567,3,30,2.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,3.0,2.88,4.5,0.64
1,1.2,3257,30,1,2,6524,4,30,2.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,3.0,3.6,4.0,0.9
1,1.2,3348,30,1,2,5358,3,30,2.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,3.78,4.0,0.945
1,1.2,3348,31,1,2,5358,4,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,3.0,2.49,4.0,0.6225
1,1.2,3356,30,2,2,2455,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,3.6,4.0,0.9
1,1.2,3367,30,2,2,6092,5,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,2.0,3.0,3.14,4.0,0.785
1,1.2,3367,31,1,2,6092,6,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,2.5,4.2,0.5952380952380952
1,1.2,3367,32,2,2,6092,7,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,3.0,2.0,4.0,0.5
1,1.2,3381,30,2,2,6224,2,30,2.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.25,4.0,0.8125
1,1.2,3394,30,1,2,6293,3,30,2.0,1.0,1.0,0.0,5.0,0.0,5.0,0.0,1.0,3.0,3.4,4.0,0.85
1,1.2,3405,30,1,2,7683,2,30,2.0,1.0,2.0,0.0,5.0,0.0,5.0,0.0,1.0,3.0,3.8,4.0,0.95
1,1.2,3407,31,2,2,2968,3,30,2.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,3.2,4.0,0.8
1,1.2,3414,31,1,2,4152,2,30,2.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,3.0,4.1,5.0,0.82
1,1.2,3415,30,1,2,7836,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,0.75
1,1.2,3415,31,2,2,7836,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.83,4.0,0.9575
1,1.2,3424,30,2,2,8423,2,30,2.0,5.0,0.0,5.0,1.0,1.0,5.0,5.0,4.0,3.0,3.12,4.0,0.78
1,1.2,3430,30,2,2,7841,3,30,2.0,1.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,3.0,4.0,4.2,0.9523809523809523
1,1.2,3438,30,1,2,8096,4,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,2.9,4.0,0.725
1,1.2,3441,30,2,2,6050,5,30,2.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,5.0,3.0,3.5,4.0,0.875
1,1.2,3459,30,2,2,7681,3,30,2.0,5.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,3.0,3.5,4.0,0.875
1,1.2,3502,6,2,1,6994,4,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.5,4.4,0.7954545454545454
1,1.2,5010,32,2,2,875,2,30,2.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,2.9,4.0,0.725
1,1.2,5015,40,1,2,63,3,30,2.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,1.0,3.0,1.9,2.5,0.76
1,1.2,5015,41,2,2,3586,5,30,2.0,5.0,0.0,5.0,1.0,5.0,5.0,0.0,1.0,3.0,3.0,4.5,0.6666666666666666
1,1.2,5018,35,1,2,7630,3,30,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,4.19,0.7159904534606205
1,1.2,5031,53,1,2,1480,2,70,2.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,2.1,3.0,0.7000000000000001
1,1.2,5048,49,2,2,957,3,33,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,2.8,4.0,0.7
1,1.2,5052,53,1,2,5521,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,2.67,4.0,0.6675
1,1.2,5052,54,2,2,1491,2,30,2.0,1.0,6.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0,3.3,4.0,0.825
1,1.2,5055,48,1,2,4704,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,2.7,3.0,0.9
1,1.2,5055,49,1,2,2355,3,30,2.0,1.0,6.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,0.5
1,1.2,5055,50,2,2,4704,3,30,2.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,3.0,3.5,4.0,0.875
1,1.2,5055,51,1,2,1893,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,2.9,4.0,0.725
1,1.2,5055,196,2,3,2782,4,60,2.0,1.0,6.0,0.0,1.0,5.0,0.0,0.0,2.0,3.0,3.7,4.0,0.925
1,1.2,5065,48,1,2,7468,3,30,2.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,2.0,3.0,3.0,3.8,0.7894736842105263
1,1.2,5065,49,1,2,7468,4,30,2.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,2.0,3.0,2.9,4.0,0.725
1,1.2,5066,186,1,3,4320,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,1.8,4.0,0.45
1,1.2,5071,37,1,2,1834,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,2.02,4.0,0.505
1,1.2,5120,34,1,2,4007,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,4.3,5.0,0.86
1,1.2,5120,36,1,2,8625,4,30,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,2.1,2.15,0.9767441860465117
1,1.2,5126,36,2,2,2169,2,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,2.9,4.0,0.725
1,1.2,5136,44,2,2,4509,2,30,2.0,1.0,2.0,0.0,1.0,5.0,0.0,5.0,2.0,3.0,3.1,4.0,0.775
1,1.2,5136,45,1,2,2781,2,30,2.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,2.8,4.0,0.7
1,1.2,5136,46,2,2,3458,2,30,2.0,5.0,0.0,0.0,1.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,0.75
1,1.2,5177,37,2,2,6523,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,2.7,4.0,0.675
1,1.2,5182,50,1,2,551,3,30,2.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,3.0,3.63,4.0,0.9075
1,1.2,5182,51,1,2,2786,5,30,2.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,1.0,3.0,3.5,4.0,0.875
1,1.2,5199,36,2,2,2649,3,30,2.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,3.8,4.3,0.8837209302325582
1,1.2,5299,59,1,2,937,4,33,2.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,3.0,3.4,4.0,0.85
1,1.2,5306,34,1,2,1797,3,70,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,3.5,4.0,0.875
1,1.2,5314,39,2,2,4500,2,40,2.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,3.0,2.23,4.0,0.5575
1,1.2,5314,40,2,2,1026,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,2.3,3.0,0.7666666666666666
1,1.2,5314,41,2,2,1026,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.1,4.0,0.775
1,1.2,5332,198,1,3,8468,4,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,3.83,4.0,0.9575
1,1.2,5348,35,1,2,8950,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,3.0,2.7,4.0,0.675
1,1.2,5350,40,2,2,9089,3,30,2.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,3.2,4.0,0.8
1,1.2,5366,50,1,2,1327,3,33,2.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,1.0,3.0,2.67,4.0,0.6675
1,1.2,5370,43,1,2,7243,3,33,2.0,1.0,5.0,0.0,1.0,1.0,5.0,0.0,2.0,3.0,2.7,4.0,0.675
1,1.2,5392,41,1,2,2946,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,2.9,4.0,0.725
1,1.2,5397,37,2,2,7255,3,35,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.1,5.0,0.62
1,1.2,5430,63,2,2,3191,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.7,4.0,0.925
1,1.2,5443,36,2,2,3143,4,30,2.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.9,4.0,0.725
1,1.2,5449,35,1,2,4045,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.2,5.0,0.64
1,1.2,5459,34,1,2,2603,3,30,2.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,2.0,3.0,2.5,4.0,0.625
1,1.2,5463,188,1,3,613,4,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,0.75
1,1.2,5493,203,1,3,3346,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,2.9,4.0,0.725
1,1.2,5493,204,2,3,3346,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.0,5.5,0.5454545454545454
1,1.2,5501,45,2,2,8960,3,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,2.6,4.0,0.65
1,1.2,5513,36,1,2,2387,3,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,3.0,2.8,3.0,0.9333333333333332
1,1.2,5513,37,2,2,2387,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.9,4.0,0.225
1,1.2,5527,32,2,2,2760,3,30,2.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0,3.4,4.1,0.8292682926829269
1,1.2,5553,33,2,2,3500,3,30,2.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0,1.0,3.0,3.0,4.0,0.75
1,1.2,5560,43,1,2,4138,4,30,2.0,1.0,1.0,0.0,5.0,0.0,5.0,5.0,3.0,3.0,3.6,4.0,0.9
1,1.2,5565,36,2,2,8835,2,30,2.0,1.0,4.0,0.0,5.0,0.0,5.0,0.0,3.0,3.0,3.0,4.0,0.75
1,1.2,5566,33,1,2,5241,5,30,2.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,1.0,3.0,3.2,5.0,0.64
1,1.2,5570,48,2,2,5720,4,30,2.0,1.0,1.0,5.0,5.0,0.0,5.0,1.0,1.0,3.0,3.5,4.5,0.7777777777777778
1,1.2,5621,36,2,2,5547,4,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,3.1,4.0,0.775
1,1.2,5623,58,2,2,6114,2,30,2.0,5.0,0.0,5.0,1.0,5.0,5.0,0.0,1.0,3.0,2.4,4.0,0.6
1,1.2,5676,197,2,3,1732,4,70,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.87,4.2,0.9214285714285714
1,1.2,5771,31,1,2,4605,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,4.0,3.0,4.0,4.0,1.0
1,1.2,5813,37,2,2,1840,3,60,2.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,2.8,4.0,0.7
1,1.2,5814,42,1,2,3345,2,30,2.0,1.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,3.0,3.2,5.0,0.64
1,1.2,5814,44,1,2,5190,3,30,2.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,4.4,5.0,0.8800000000000001
1,1.2,5826,185,2,3,4825,5,60,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,3.0,2.9,4.0,0.725
1,1.2,5849,50,2,2,6475,4,30,2.0,5.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,4.0,0.5
1,1.2,5871,31,1,2,4999,3,30,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,3.83,5.0,0.766
1,1.2,5872,42,2,2,3793,3,30,2.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,3.0,3.0,4.0,0.75
1,1.2,5872,43,1,2,4696,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,2.8,3.8,0.7368421052631579
1,1.2,5904,54,1,2,3447,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,1.5,3.0,0.5
1,1.2,5904,55,1,2,2338,4,30,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,4.0,0.75
1,1.2,5904,56,2,2,167,3,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,2.5,4.0,0.625
1,1.2,5921,34,2,2,1738,5,30,2.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,2.9,4.0,0.725
1,1.2,5922,46,1,2,3075,3,30,2.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,1.0,3.0,1.0,1.0,1.0
1,1.2,5925,44,1,2,8309,3,30,2.0,1.0,2.0,0.0,1.0,1.0,5.0,0.0,2.0,3.0,3.0,5.0,0.6
1,1.2,5926,37,2,2,3101,3,30,2.0,1.0,6.0,0.0,1.0,1.0,5.0,5.0,2.0,3.0,3.95,4.0,0.9875
1,1.2,5926,38,1,2,4307,3,30,2.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,3.3,4.0,0.825
1,1.2,5938,35,2,2,7737,2,30,2.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,1.5,4.0,0.375
1,1.2,5938,36,1,2,982,4,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,2.9,4.0,0.725
1,1.2,5942,175,1,3,8162,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.2,4.0,0.8
1,1.2,5959,39,2,2,1664,4,30,2.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.5,4.0,0.875
1,1.2,5959,183,2,3,1664,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.1,4.0,0.775
1,1.2,5960,51,1,2,5216,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,0.75
1,1.2,5960,193,1,3,6173,3,30,2.0,8.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,3.0,3.2,4.3,0.744186046511628
1,1.2,5987,193,1,3,1573,2,60,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,2.8,4.0,0.7
1,1.2,5990,38,1,2,2406,2,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,0.75
1,1.2,6026,38,2,2,8305,2,30,2.0,1.0,3.0,0.0,5.0,0.0,5.0,0.0,1.0,3.0,3.3,4.1,0.8048780487804879
1,1.2,6041,41,1,2,2430,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,3.5,4.0,0.875
1,1.2,6051,40,1,2,64,2,70,2.0,1.0,5.0,5.0,5.0,0.0,5.0,0.0,1.0,3.0,2.0,4.0,0.5
1,1.2,6053,38,1,2,2617,3,30,2.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,3.0,2.8,4.0,0.7
1,1.2,6073,39,1,2,3906,3,30,2.0,1.0,3.0,0.0,1.0,1.0,5.0,0.0,2.0,3.0,4.3,5.0,0.86
1,1.2,6112,37,2,2,1731,4,30,2.0,1.0,6.0,0.0,1.0,5.0,0.0,5.0,2.0,3.0,3.2,9.8,0.32653061224489793
1,1.2,6112,39,2,2,2092,5,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,2.0,3.9,0.5128205128205129
1,1.2,6115,56,2,2,6171,3,33,2.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,3.0,2.8,3.5,0.7999999999999999
1,1.2,6120,35,2,2,2833,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,3.5,4.0,0.875
1,1.2,6121,64,2,2,839,4,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,3.0,3.0,4.0,0.75
1,1.2,6127,41,2,2,3941,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,3.2,4.0,0.8
1,1.2,6129,38,2,2,5621,4,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,3.3,4.2,0.7857142857142856
1,1.2,6159,41,1,2,2472,2,30,2.0,1.0,1.0,0.0,5.0,0.0,5.0,0.0,3.0,3.0,2.0,3.0,0.6666666666666666
1,1.2,6159,42,2,2,4986,3,33,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,3.8,4.2,0.9047619047619047
1,1.2,6165,39,1,2,3432,6,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,3.2,4.3,0.744186046511628
1,1.2,6166,64,2,2,5684,4,60,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,3.2,4.0,0.8
1,1.2,6166,67,1,2,5308,3,30,2.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,3.0,2.8,4.0,0.7
1,1.2,6171,199,2,3,2693,3,30,2.0,1.0,2.0,5.0,5.0,0.0,5.0,5.0,1.0,3.0,3.2,3.4,0.9411764705882354
1,1.2,6191,32,1,2,5160,3,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,0.5
1,1.2,6191,33,1,2,4888,3,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,2.4,4.0,0.6
1,1.2,6205,43,2,2,3319,2,30,2.0,5.0,0.0,5.0,1.0,1.0,0.0,0.0,2.0,3.0,3.2,6.5,0.49230769230769234
1,1.2,6205,45,2,2,5189,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,3.0,3.5,4.0,0.875
1,1.2,6210,42,1,2,4416,4,30,2.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,3.0,2.8,4.0,0.7
1,1.2,6228,181,2,3,4330,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,3.0,2.6,4.5,0.5777777777777778
1,1.2,6231,43,1,2,7201,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,2.1,4.0,0.525
1,1.2,6262,39,1,2,7400,4,30,2.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,2.0,3.0,2.87,4.0,0.7175
1,1.2,6287,46,1,2,1700,2,30,2.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,3.0,2.7,3.7,0.7297297297297297
