KIDS,KID19,ER30001,ER30002,ER32000,ER32006,ER34701,ER34702,ER34703,P19REL,P19E5,P19E6,P19E10_09,P19E15,P19E16_3,P19E26_5,P19E33_6,P19E53A,C19REL,C19B12,C19B13,GPA_normalized
1,1.2,2133,37,1,2,2149,3,30,1.0,1.0,1.0,0.0,5.0,0.0,5.0,5.0,2.0,2.0,3.2,4.5,0.7111111111111111
1,1.2,2181,45,1,2,6685,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.2,4.0,0.8
1,1.2,2195,31,1,2,7205,3,30,1.0,1.0,3.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,3.6,4.0,0.9
1,1.2,2198,38,1,2,4549,3,33,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.5,4.0,0.875
1,1.2,2201,32,1,2,5261,4,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.4,4.0,0.85
1,1.2,2243,35,2,2,6010,4,30,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,4.1,4.4,0.9318181818181817
1,1.2,2248,38,1,2,5836,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,3.1,4.0,0.775
1,1.2,2250,47,1,2,6712,3,30,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,2.4,4.0,0.6
1,1.2,2256,35,1,2,5283,5,30,1.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,1.0
1,1.2,2261,36,1,2,1811,3,30,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,2.4,4.0,0.6
1,1.2,2263,31,2,2,2706,3,30,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,4.22,5.0,0.844
1,1.2,2278,46,2,2,5799,3,30,1.0,1.0,2.0,0.0,1.0,5.0,5.0,0.0,1.0,2.0,4.87,5.0,0.974
1,1.2,2292,42,2,2,3020,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.1,4.0,0.775
1,1.2,2300,34,1,2,535,2,30,1.0,1.0,2.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,3.4,4.6,0.7391304347826088
1,1.2,2302,56,1,2,7017,3,60,1.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.75
1,1.2,2302,60,1,2,4946,3,33,1.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.8,3.0,0.9333333333333332
1,1.2,2354,40,2,2,5944,3,33,1.0,1.0,5.0,0.0,1.0,1.0,5.0,0.0,1.0,2.0,3.8,4.0,0.95
1,1.2,2373,31,1,2,3330,3,30,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.1,0.7317073170731708
1,1.2,2432,64,2,2,5044,4,30,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.4,4.0,0.85
1,1.2,2432,225,2,3,6607,3,30,1.0,1.0,1.0,5.0,5.0,0.0,0.0,5.0,1.0,2.0,3.4,4.1,0.8292682926829269
1,1.2,2434,35,1,2,921,4,70,1.0,1.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,2.6,4.0,0.65
1,1.2,2441,200,2,3,5080,3,33,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.8,4.0,0.95
1,1.2,2500,33,1,2,1447,3,30,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,3.3,4.6,0.717391304347826
1,1.2,2515,49,1,2,8685,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,0.5
1,1.2,2518,34,1,2,2875,2,30,1.0,1.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,2.5,3.0,0.8333333333333334
1,1.2,2530,43,2,2,6903,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.6,4.0,0.9
1,1.2,2530,44,2,2,6477,2,30,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.67,4.0,0.9175
1,1.2,2590,46,2,2,5298,4,30,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,3.84,4.0,0.96
1,1.2,2590,49,2,2,5298,5,30,1.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,3.8,4.0,0.95
1,1.2,2593,35,2,2,4900,3,30,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,2.0,3.2,4.0,0.8
1,1.2,2611,43,2,2,5136,4,30,1.0,1.0,2.0,5.0,5.0,0.0,5.0,0.0,1.0,2.0,3.8,4.0,0.95
1,1.2,2611,44,1,2,7629,3,30,1.0,1.0,1.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,3.4,4.0,0.85
1,1.2,2611,45,2,2,7629,5,30,1.0,1.0,1.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,2.0,4.0,0.5
1,1.2,2611,183,2,3,7629,6,30,1.0,1.0,2.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,3.2,4.0,0.8
1,1.2,2611,187,2,3,4747,5,30,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.5,4.0,0.875
1,1.2,2614,38,1,2,6807,4,30,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,3.1,4.5,0.6888888888888889
1,1.2,2614,39,2,2,9471,3,30,1.0,1.0,1.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,3.9,4.0,0.975
1,1.2,2615,55,2,2,4194,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.7,4.0,0.675
1,1.2,2615,56,2,2,4194,4,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.8,4.0,0.95
1,1.2,2615,58,2,2,4080,3,30,1.0,1.0,2.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,3.8,4.0,0.95
1,1.2,2615,59,2,2,4134,4,30,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.5,4.0,0.875
1,1.2,2618,41,2,2,6572,3,30,1.0,1.0,2.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,3.7,4.0,0.925
1,1.2,2618,43,2,2,6572,4,30,1.0,1.0,4.0,0.0,5.0,0.0,5.0,1.0,1.0,2.0,4.0,4.0,1.0
1,1.2,2618,44,2,2,6572,5,30,1.0,1.0,4.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,4.0,4.0,1.0
1,1.2,2646,36,2,2,5208,3,30,1.0,1.0,2.0,0.0,5.0,0.0,1.0,0.0,1.0,2.0,4.44,5.0,0.8880000000000001
1,1.1,2646,38,1,2,5033,3,30,,,,,,,,,,2.0,4.0,4.0,1.0
1,1.2,2649,184,2,3,6417,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.2,4.0,0.8
1,1.2,2661,53,2,2,6138,3,30,1.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,4.0,4.0,1.0
1,1.2,2688,38,1,2,873,3,30,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,3.1,4.5,0.6888888888888889
1,1.2,2688,180,1,3,426,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.05,4.0,0.7625
1,1.2,2697,32,2,2,2180,3,30,1.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.76,4.0,0.94
1,1.2,2701,57,2,2,8108,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,4.1,5.0,0.82
1,1.2,2701,59,1,2,7261,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.8,4.0,0.95
1,1.2,2707,53,1,2,6797,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,3.5,4.0,0.875
1,1.2,2708,37,1,2,469,3,30,1.0,1.0,2.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,3.2,4.0,0.8
1,1.2,2753,36,2,2,7118,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,2.0,2.0,4.0,4.0,1.0
1,1.2,2753,37,2,2,5260,3,30,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,0.75
1,1.2,2770,32,1,2,2169,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.88,5.0,0.776
1,1.2,2776,33,2,2,5549,3,35,1.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,3.8,4.0,0.95
1,1.2,2786,35,1,2,1591,5,60,1.0,5.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,2.7,4.0,0.675
1,1.2,2801,36,2,2,7951,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.87,4.0,0.9675
1,1.2,2802,32,1,2,455,4,30,1.0,1.0,2.0,0.0,5.0,0.0,0.0,5.0,2.0,2.0,3.0,4.0,0.75
1,1.2,2805,32,2,2,9307,3,30,1.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,3.5,4.0,0.875
1,1.2,2827,33,2,2,6239,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.69,4.0,0.6725
1,1.2,2838,35,1,2,2741,4,30,1.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.5,4.0,0.625
1,1.2,2847,44,2,2,4894,3,30,1.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,2.0,3.5,4.0,0.875
1,1.2,2850,32,2,2,190,3,30,1.0,1.0,1.0,5.0,5.0,0.0,5.0,0.0,1.0,2.0,4.0,5.0,0.8
1,1.2,2852,62,1,2,6394,3,30,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.75
1,1.2,2852,63,2,2,7406,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.75
1,1.2,2876,171,1,3,1392,4,30,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.2,4.0,0.55
1,1.2,2881,177,2,3,1861,2,30,1.0,1.0,3.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,3.5,8.5,0.4117647058823529
1,1.2,2881,178,2,3,1861,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,2.0,2.3,4.0,0.575
1,1.2,2892,30,1,2,526,3,30,1.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,3.28,4.0,0.82
1,1.2,2897,40,2,2,2997,6,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,3.5,4.0,0.875
1,1.2,2907,45,1,2,7191,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.5,0.6666666666666666
1,1.2,2924,33,1,2,524,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.8,4.0,0.95
1,1.2,3028,170,2,3,1132,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.7,4.0,0.925
1,1.2,3095,32,1,2,2093,3,30,1.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,5.0,2.0,4.0,6.0,0.6666666666666666
1,1.2,3133,32,1,2,3360,5,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,2.0,2.9,4.5,0.6444444444444444
1,1.2,3137,32,1,2,7565,2,30,1.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.9,5.0,0.58
1,1.2,3137,33,1,2,7498,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,3.5,4.5,0.7777777777777778
1,1.2,3147,32,2,2,8337,3,35,1.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.8,4.0,0.7
1,1.2,3147,34,2,2,8801,5,30,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,2.8,4.0,0.7
1,1.2,3172,30,1,2,892,4,30,1.0,1.0,3.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,3.7,4.9,0.7551020408163265
1,1.2,3190,30,1,2,4322,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.6,4.0,0.65
1,1.2,3191,30,2,2,5464,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.3,4.0,0.825
1,1.2,3193,32,1,2,6939,3,33,1.0,1.0,4.0,0.0,5.0,0.0,0.0,5.0,4.0,2.0,3.8,4.5,0.8444444444444444
1,1.2,3193,33,1,2,5096,4,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.7,5.0,0.54
1,1.2,3199,30,2,2,2175,4,30,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.75
1,1.2,3207,31,1,2,460,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,2.0,4.0,0.5
1,1.2,3208,31,2,2,7319,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.7,4.0,0.675
1,1.2,3211,170,2,3,3625,5,30,1.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,0.75
1,1.2,3226,30,1,2,2684,3,30,1.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,2.0,3.88,4.0,0.97
1,1.2,3226,31,2,2,2684,4,30,1.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.9,4.0,0.975
1,1.2,3240,30,2,2,9272,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.3,4.0,0.575
1,1.2,3240,31,1,2,9272,4,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.7,3.7,0.7297297297297297
1,1.2,3242,31,1,2,600,3,30,1.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.2,4.0,0.8
1,1.2,3252,30,1,2,7413,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.5,4.0,0.625
1,1.1,3262,32,1,2,4493,6,60,,,,,,,,,,2.0,2.5,4.2,0.5952380952380952
1,1.2,3268,31,2,2,2016,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.5,4.0,0.875
1,1.2,3320,30,2,2,730,2,30,1.0,5.0,0.0,5.0,1.0,5.0,0.0,0.0,1.0,2.0,3.9,4.0,0.975
1,1.2,3323,30,2,2,2615,3,30,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,2.0,4.5,0.4444444444444444
1,1.2,3341,31,1,2,8611,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.8,4.0,0.95
1,1.2,3341,32,1,2,8611,4,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.5,4.0,0.875
1,1.2,3345,31,2,2,7873,5,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,3.6,4.0,0.9
1,1.2,3347,31,1,2,3296,2,30,1.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,2.0,2.0,0.5,10.0,0.05
1,1.2,3348,32,1,2,3952,3,33,1.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,2.0,2.0,3.1,4.0,0.775
1,1.2,3359,31,2,2,1638,3,30,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,3.7,5.0,0.74
1,1.2,3359,32,2,2,1638,4,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.5,4.0,0.875
1,1.2,3367,33,2,2,7408,6,30,1.0,1.0,2.0,0.0,5.0,0.0,5.0,5.0,4.0,2.0,3.5,4.0,0.875
1,1.2,3368,31,2,2,3725,3,30,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.14,4.0,0.785
1,1.2,3373,31,1,2,2211,5,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.3,4.5,0.7333333333333333
1,1.2,3377,32,2,2,1305,4,60,1.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,3.0,2.0,2.5,3.0,0.8333333333333334
1,1.2,3381,34,1,2,3213,2,30,1.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,0.75
1,1.2,3394,32,1,2,3342,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.3,5.0,0.6599999999999999
1,1.2,3402,32,2,2,2892,4,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,4.3,5.0,0.86
1,1.2,3404,30,2,2,1134,4,30,1.0,1.0,3.0,0.0,5.0,0.0,5.0,0.0,1.0,2.0,4.0,5.0,0.8
1,1.2,3435,30,1,2,2565,3,30,1.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,0.75
1,1.2,3439,31,1,2,1217,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,1.0
1,1.2,3439,32,1,2,1217,4,30,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,0.5
1,1.2,3451,30,1,2,1127,3,30,1.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.2,5.0,0.64
1,1.2,3459,31,1,2,3281,4,30,1.0,1.0,5.0,0.0,1.0,1.0,0.0,5.0,1.0,2.0,2.8,4.0,0.7
1,1.2,3473,173,1,3,4328,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.3,4.0,0.825
1,1.2,3474,30,2,2,2377,4,60,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.5,4.0,0.875
1,1.2,3480,30,2,2,3711,3,30,1.0,1.0,2.0,0.0,1.0,5.0,5.0,0.0,1.0,2.0,3.5,4.0,0.875
1,1.2,4009,3,1,1,327,3,30,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.9,5.0,0.78
1,1.2,4019,3,2,1,197,3,30,1.0,1.0,2.0,0.0,1.0,5.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0
1,1.2,4052,3,1,1,2520,3,30,1.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,4.2,5.0,0.8400000000000001
1,1.2,4077,2,1,1,1289,2,30,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.4,4.0,0.85
1,1.2,4081,3,1,1,2529,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.8,4.0,0.95
1,1.2,4091,3,1,1,1198,3,30,1.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,1.0
1,1.2,4134,9,2,1,2598,3,30,1.0,1.0,5.0,0.0,5.0,0.0,0.0,5.0,3.0,2.0,3.97,4.0,0.9925
1,1.2,4137,4,2,1,1272,4,30,1.0,1.0,5.0,0.0,1.0,1.0,0.0,5.0,3.0,2.0,3.5,4.0,0.875
1,1.2,4172,4,1,1,2145,4,33,1.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,2.6,4.2,0.6190476190476191
1,1.2,4206,4,2,1,2746,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,3.24,4.9,0.6612244897959184
1,1.2,4207,3,1,1,3841,3,30,1.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,4.5,5.0,0.9
1,1.2,4261,3,1,1,3823,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,1.5,4.0,0.375
1,1.2,4265,5,1,1,2855,5,60,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,2.9,4.0,0.725
1,1.2,4308,3,2,1,2708,3,30,1.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,1.0,2.0,4.0,4.0,1.0
1,1.2,4315,3,1,1,2645,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,1.0
1,1.2,4322,3,1,1,2602,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,2.9,4.0,0.725
1,1.2,4328,4,2,1,2734,4,30,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,4.2,5.0,0.8400000000000001
1,1.2,4360,6,1,1,9183,6,30,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,2.1,4.0,0.525
1,1.2,4372,3,2,1,289,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,3.5,4.0,0.875
1,1.2,4759,3,2,1,4414,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.5,4.0,0.875
1,1.2,4776,4,2,1,9442,4,30,1.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,1.0
1,1.2,4839,5,2,1,2643,5,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.2,4.0,0.8
1,1.2,5015,45,2,2,5403,4,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.9,4.0,0.725
1,1.2,5017,182,1,3,7137,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.6,4.0,0.9
1,1.2,5018,37,2,2,1759,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.7,4.0,0.925
1,1.2,5037,35,1,2,6158,2,30,1.0,5.0,0.0,5.0,1.0,5.0,0.0,5.0,1.0,2.0,3.2,4.0,0.8
1,1.2,5037,192,1,3,6690,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.2,4.3,0.744186046511628
1,1.2,5045,185,1,3,2753,3,30,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.5,3.7,0.9459459459459459
1,1.2,5048,52,1,2,7973,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,0.25
1,1.2,5048,54,1,2,7973,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,0.5
1,1.2,5052,196,2,3,3426,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,2.0,3.0,4.0,0.75
1,1.2,5055,55,2,2,6596,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.5,4.0,0.625
1,1.2,5055,199,2,3,7968,4,60,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,3.2,4.0,0.8
1,1.2,5057,48,2,2,1781,2,30,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,2.6,4.0,0.65
1,1.2,5057,50,1,2,2019,3,35,1.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,2.0,3.0,3.8,0.7894736842105263
1,1.2,5057,204,1,3,1656,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.2,4.0,0.8
1,1.2,5066,46,2,2,7107,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.8,4.0,0.7
1,1.2,5069,40,2,2,4112,3,33,1.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,3.2,4.5,0.7111111111111111
1,1.2,5071,38,1,2,5156,3,30,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,1.75,4.4,0.3977272727272727
1,1.2,5136,47,2,2,2112,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.4,5.0,0.6799999999999999
1,1.2,5154,50,2,2,6960,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,1.5,4.0,0.375
1,1.2,5170,46,2,2,7270,3,30,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,3.5,4.0,0.875
1,1.2,5274,37,1,2,5124,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.75
1,1.2,5299,70,2,2,6415,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.9,4.0,0.975
1,1.2,5299,71,1,2,8113,3,35,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.7,5.0,0.74
1,1.2,5299,188,1,3,6554,2,30,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,2.0,4.0,5.0,0.8
1,1.2,5299,191,2,3,4547,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,3.0,2.0,4.5,4.9,0.9183673469387754
1,1.2,5332,45,1,2,5597,3,30,1.0,1.0,2.0,0.0,5.0,0.0,5.0,0.0,1.0,2.0,2.5,4.0,0.625
1,1.2,5364,48,2,2,7120,4,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.8,4.0,0.95
1,1.2,5375,31,2,2,4192,2,30,1.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,2.0,3.32,4.0,0.83
1,1.2,5393,40,1,2,6338,2,30,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,4.2,4.3,0.9767441860465117
1,1.2,5430,71,1,2,8945,4,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.5,5.0,0.7
1,1.2,5458,40,2,2,2225,2,30,1.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,3.3,4.0,0.825
1,1.2,5459,35,1,2,1407,4,30,1.0,1.0,5.0,0.0,1.0,1.0,5.0,0.0,1.0,2.0,2.5,4.0,0.625
1,1.2,5462,39,1,2,3173,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.9,4.0,0.725
1,1.2,5493,44,2,2,2340,4,33,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.5
1,1.2,5493,45,2,2,2340,5,33,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.9,4.0,0.725
1,1.2,5513,38,2,2,2301,2,30,1.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,2.0,1.5,4.1,0.3658536585365854
1,1.2,5547,42,2,2,8880,2,38,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.75
1,1.2,5570,50,1,2,5811,3,30,1.0,1.0,5.0,0.0,1.0,1.0,5.0,0.0,2.0,2.0,3.3,5.0,0.6599999999999999
