KIDS,KID19,ER30001,ER30002,ER32000,ER32006,ER34701,ER34702,ER34703,P19REL,P19E5,P19E6,P19E10_09,P19E15,P19E16_3,P19E26_5,P19E33_6,P19E53A,C19REL,C19B12,C19B13,GPA_normalized
1,1.2,5570,52,1,2,5811,4,30,1.0,1.0,3.0,5.0,1.0,1.0,5.0,5.0,3.0,2.0,3.0,5.0,0.6
1,1.2,5570,54,1,2,8142,2,30,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,2.37,5.0,0.47400000000000003
1,1.2,5570,57,1,2,7451,3,30,1.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,2.0,3.4,4.0,0.85
1,1.2,5576,43,1,2,1395,4,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,0.5
1,1.2,5610,38,2,2,8644,2,30,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,3.0,4.0,0.75
1,1.2,5610,39,2,2,6042,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.13,4.0,0.7825
1,1.2,5614,41,1,2,7517,2,30,1.0,1.0,2.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,2.0,4.4,0.45454545454545453
1,1.2,5621,38,2,2,1826,4,30,1.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.5,4.0,0.875
1,1.2,5623,66,1,2,8326,2,60,1.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,2.0,3.0,4.0,0.75
1,1.2,5623,72,2,2,6374,5,33,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.1,4.0,0.775
1,1.2,5623,75,2,2,5130,4,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.1,4.0,0.775
1,1.2,5628,48,1,2,3084,4,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,1.6,4.0,0.4
1,1.2,5628,188,1,3,3084,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,1.8,2.6,0.6923076923076923
1,1.2,5642,180,2,3,2765,2,30,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.4,4.0,0.85
1,1.2,5655,42,1,2,908,3,33,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,2.0,3.8,4.5,0.8444444444444444
1,1.2,5655,46,1,2,908,4,30,1.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,2.0,2.0,3.8,4.5,0.8444444444444444
1,1.2,5656,198,1,3,4100,2,40,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.75
1,1.2,5664,179,1,3,3119,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.4,4.0,0.85
1,1.2,5676,37,2,2,794,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.4,4.0,0.85
1,1.2,5676,38,2,2,794,4,30,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,3.2,4.0,0.8
1,1.1,5677,48,1,2,4191,3,30,,,,,,,,,,2.0,2.0,4.0,0.5
1,1.2,5683,44,1,2,6719,3,60,1.0,1.0,6.0,5.0,5.0,0.0,0.0,5.0,1.0,2.0,3.0,4.0,0.75
1,1.2,5683,45,2,2,6742,3,33,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.5,4.0,0.875
1,1.2,5683,47,1,2,6869,2,30,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,2.8,4.0,0.7
1,1.2,5684,42,2,2,8538,2,30,1.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.7,4.0,0.925
1,1.2,5684,43,1,2,8538,3,30,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.75
1,1.2,5685,33,1,2,5303,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.75
1,1.2,5706,218,2,3,6203,2,30,1.0,1.0,2.0,0.0,5.0,0.0,1.0,0.0,1.0,2.0,4.2,4.7,0.8936170212765957
1,1.2,5714,179,2,3,4218,3,35,1.0,1.0,6.0,0.0,1.0,1.0,0.0,5.0,2.0,2.0,3.5,4.0,0.875
1,1.2,5749,51,1,2,6422,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.6,4.0,0.9
1,1.2,5812,66,1,2,8177,3,60,1.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,2.0,2.0,3.1,4.0,0.775
1,1.2,5814,48,2,2,4940,4,33,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.5,4.0,0.625
1,1.2,5853,46,1,2,5647,4,30,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,3.9,4.0,0.975
1,1.2,5858,43,2,2,2999,3,30,1.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,2.5,4.0,0.625
1,1.2,5861,40,1,2,2118,3,33,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.75
1,1.2,5871,33,2,2,6704,2,30,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,3.3,4.0,0.825
1,1.2,5872,44,2,2,6149,2,30,1.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,2.0,3.0,0.6666666666666666
1,1.2,5916,43,2,2,6408,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.75
1,1.2,5916,44,1,2,9104,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.8,4.0,0.7
1,1.2,5938,189,2,3,5278,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.8,4.0,0.7
1,1.2,5960,56,1,2,7067,3,30,1.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,2.0,2.0,4.0,5.0,0.8
1,1.2,5965,42,2,2,2898,2,30,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,5.3,5.5,0.9636363636363636
1,1.2,5977,37,2,2,6630,3,30,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.9,4.2,0.9285714285714285
1,1.2,5990,39,1,2,6474,3,33,1.0,1.0,1.0,5.0,5.0,0.0,0.0,5.0,3.0,2.0,4.2,5.0,0.8400000000000001
1,1.2,5990,40,2,2,4966,2,30,1.0,1.0,3.0,5.0,1.0,1.0,5.0,0.0,4.0,2.0,3.4,4.0,0.85
1,1.2,6009,34,2,2,8548,2,30,1.0,1.0,4.0,0.0,1.0,1.0,5.0,0.0,1.0,2.0,4.3,4.5,0.9555555555555555
1,1.2,6030,41,1,2,2134,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.6,4.0,0.9
1,1.2,6030,43,2,2,2134,4,30,1.0,1.0,1.0,0.0,5.0,0.0,5.0,0.0,1.0,2.0,4.0,4.0,1.0
1,1.2,6051,42,2,2,4122,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,2.36,4.0,0.59
1,1.2,6051,43,2,2,4122,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.5,4.0,0.625
1,1.2,6064,44,2,2,8229,2,40,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,2.5,5.0,0.5
1,1.2,6064,45,1,2,7606,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.6,4.0,0.15
1,1.2,6093,45,2,2,4156,2,95,1.0,5.0,0.0,5.0,1.0,1.0,0.0,5.0,2.0,2.0,3.74,4.0,0.935
1,1.2,6107,53,1,2,7659,3,35,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.2,4.0,0.8
1,1.2,6107,54,2,2,7659,4,35,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,0.75
1,1.2,6107,209,2,3,6327,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.2,4.0,0.8
1,1.2,6115,57,1,2,8414,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,2.9,4.0,0.725
1,1.2,6115,200,1,3,4675,4,35,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,3.0,4.2,0.7142857142857143
1,1.2,6127,186,2,3,6998,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,2.4,4.0,0.6
1,1.2,6159,47,2,2,5619,4,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.8,0.625
1,1.2,6159,48,2,2,6810,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,0.75
1,1.2,6165,40,1,2,4634,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.75
1,1.2,6166,187,2,3,8578,2,30,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,3.1,3.5,0.8857142857142858
1,1.2,6187,42,1,2,7298,2,30,1.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.7,5.0,0.74
1,1.2,6187,43,1,2,7298,3,30,1.0,1.0,6.0,0.0,1.0,1.0,5.0,0.0,1.0,2.0,3.7,4.0,0.925
1,1.2,6200,42,2,2,8473,2,30,1.0,1.0,2.0,5.0,5.0,0.0,0.0,5.0,1.0,2.0,4.1,5.0,0.82
1,1.2,6335,178,2,3,6809,4,60,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,3.3,4.0,0.825
1,1.2,6357,38,1,2,5611,4,30,1.0,1.0,5.0,5.0,1.0,1.0,5.0,0.0,1.0,2.0,3.5,5.0,0.7
1,1.2,6370,45,1,2,3224,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.8,4.0,0.7
1,1.2,6381,43,2,2,8088,3,33,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.9,4.0,0.975
1,1.2,6418,37,1,2,134,2,30,1.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.8,4.0,0.7
1,1.2,6436,54,2,2,4629,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.75,4.0,0.9375
1,1.2,6485,46,1,2,5666,3,30,1.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,2.0,2.0,4.3,5.0,0.86
1,1.2,6485,192,2,3,7197,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,3.1,4.5,0.6888888888888889
1,1.2,6537,41,2,2,9291,3,30,1.0,5.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,2.0,2.9,3.5,0.8285714285714285
1,1.2,6537,42,1,2,9291,4,30,1.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,2.0,2.8,3.0,0.9333333333333332
1,1.2,6541,34,2,2,4530,3,30,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,4.5,5.0,0.9
1,1.2,6545,45,1,2,7269,3,30,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,5.0,2.0,3.2,4.0,0.8
1,1.2,6560,34,2,2,1598,3,33,1.0,5.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,2.0,4.0,5.0,0.8
1,1.2,6560,35,2,2,1598,4,33,1.0,1.0,5.0,0.0,1.0,1.0,5.0,0.0,1.0,2.0,3.5,4.0,0.875
1,1.2,6571,42,1,2,1666,3,30,1.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,2.0,3.2,4.0,0.8
1,1.2,6577,44,1,2,7318,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,3.2,4.0,0.8
1,1.2,6583,229,2,3,7246,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,2.0,3.0,4.0,0.75
1,1.2,6589,36,2,2,3737,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.7,4.0,0.925
1,1.1,6624,35,2,2,3195,3,33,,,,,,,,,,2.0,3.2,4.0,0.8
1,1.1,6624,37,1,2,3195,4,33,,,,,,,,,,2.0,3.2,4.0,0.8
1,1.2,6655,45,2,2,5924,3,35,1.0,1.0,3.0,5.0,5.0,0.0,0.0,0.0,5.0,2.0,3.5,4.0,0.875
1,1.2,6655,46,2,2,5714,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.6,4.0,0.9
1,1.2,6682,37,1,2,3129,4,30,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.43,4.0,0.6075
1,1.2,6684,43,2,2,7674,4,60,1.0,5.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,2.0,3.0,4.0,0.75
1,1.2,6684,44,2,2,7674,2,60,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.8,4.0,0.7
1,1.2,6703,33,2,2,1351,2,30,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.5
1,1.2,6707,35,1,2,8330,2,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.0,3.5,0.8571428571428571
1,1.2,6707,36,1,2,8330,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.66,4.0,0.665
1,1.2,6721,174,2,3,6887,3,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,2.0,3.7,4.5,0.8222222222222223
1,1.2,6779,218,2,3,6482,4,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.93,4.0,0.9825
1,1.2,6785,42,1,2,2103,4,30,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.5,4.0,0.625
1,1.2,6795,176,2,3,9247,3,30,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,3.3,4.2,0.7857142857142856
1,1.2,6798,41,2,2,5792,3,30,1.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,2.0,3.25,4.5,0.7222222222222222
1,1.2,6798,42,1,2,5792,4,30,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,4.0,4.75,0.8421052631578947
1,1.2,6826,34,1,2,3188,4,30,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0
1,1.2,6832,49,1,2,9181,2,30,1.0,5.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,2.0,3.0,4.0,0.75
1,1.2,6836,31,1,2,723,5,30,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,2.8,4.9,0.5714285714285714
1,1.2,6853,35,2,2,7592,4,30,1.0,5.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,2.0,4.1,5.1,0.803921568627451
