KIDS,KID19,ER30001,ER30002,ER32000,ER32006,ER34701,ER34702,ER34703,P19REL,P19E5,P19E6,P19E10_09,P19E15,P19E16_3,P19E26_5,P19E33_6,P19E53A,C19REL,C19B12,C19B13
1,1.1,1579,62,2,2,7177,5,30,1,0,0,0,0,0,0,0,3,,,
1,1.1,1579,63,1,2,6053,3,30,1,0,0,0,0,0,0,0,4,,,
1,1.1,1579,64,2,2,5826,6,30,1,0,0,0,0,0,0,0,1,,,
1,1.1,1579,65,1,2,6991,3,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1579,66,2,2,8141,5,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1579,67,1,2,5021,7,30,1,0,0,0,0,0,0,0,2,,,
1,1.1,1579,68,2,2,5826,7,30,1,0,0,0,0,0,0,0,1,,,
1,1.2,1583,33,2,2,7174,4,35,1,5,0,5,5,0,5,0,1,2,3.8,4
1,1.2,1583,34,2,2,5507,2,30,1,5,0,5,5,0,0,0,1,2,0,0
1,1.2,1583,35,1,2,5507,3,30,1,5,0,0,5,0,0,0,2,2,0,0
1,1.1,1583,38,2,2,8147,4,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1590,33,1,2,1078,3,30,1,1,1,0,5,0,5,0,1,,,
1,1.1,1590,34,1,2,1078,4,30,1,1,1,0,5,0,0,0,2,,,
1,1.1,1591,41,1,2,8105,3,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1611,39,1,2,5621,4,30,1,1,5,0,1,1,0,0,1,,,
1,1.1,1611,40,1,2,5621,5,30,1,5,0,0,5,0,0,0,2,,,
1,1.1,1613,46,1,2,7955,2,30,1,5,0,0,5,0,0,0,1,,,
1,1.1,1613,49,1,2,7955,3,30,1,5,0,0,5,0,0,0,1,,,
1,1.1,1624,38,1,2,3939,3,30,1,0,0,0,0,0,0,0,4,,,
1,1.1,1624,39,2,2,3939,6,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1627,33,2,2,55,4,30,1,5,0,0,5,0,0,0,1,,,
1,1.1,1630,35,2,2,5039,3,30,1,0,0,0,0,0,0,0,0,,,
1,1.2,1633,30,2,2,1991,3,30,1,1,1,0,5,0,0,0,5,2,3.76,4
1,1.2,1633,31,1,2,2297,2,30,1,1,2,0,5,0,0,0,1,2,3,4
1,1.1,1633,32,1,2,2334,3,35,1,5,0,0,5,0,0,0,2,,,
1,1.1,1633,33,1,2,2304,3,30,1,0,0,0,0,0,0,0,2,,,
1,1.1,1633,34,1,2,2334,4,30,1,0,0,0,0,0,0,0,2,,,
1,1.1,1634,34,2,2,321,3,30,1,0,0,0,0,0,0,0,4,,,
1,1.1,1634,35,2,2,321,4,30,1,0,0,0,0,0,0,0,4,,,
1,1.2,1635,32,2,2,758,3,30,1,5,0,0,5,0,5,0,5,2,0,0
1,1.1,1644,34,2,2,4504,4,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1644,176,2,3,4504,3,30,1,0,0,0,0,0,0,0,1,,,
1,1.1,1648,34,2,2,6994,3,30,1,1,4,1,5,0,5,5,1,,,
1,1.1,1648,35,1,2,6994,4,30,1,0,0,0,0,0,0,0,1,,,
1,1.1,1648,36,2,2,6994,5,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1648,37,2,2,8402,3,30,1,0,0,0,0,0,0,0,4,,,
1,1.2,1652,36,1,2,5645,3,30,1,1,4,0,1,5,0,0,1,2,3.3,4
1,1.2,1652,38,1,2,4989,4,30,1,5,0,0,5,0,0,0,2,2,3.35,4
1,1.2,1652,39,2,2,5645,4,30,1,1,1,0,1,5,0,5,1,2,0,0
1,1.2,1652,40,2,2,6302,3,30,1,1,5,0,1,5,5,5,1,2,0,0
1,1.2,1652,41,2,2,6302,4,30,1,1,6,0,1,1,0,5,3,2,0,0
1,1.1,1652,42,2,2,6302,5,30,1,1,3,0,1,5,0,5,4,,,
1,1.1,1654,33,1,2,3594,3,30,1,0,0,0,0,0,0,0,5,,,
1,1.1,1654,34,1,2,3594,4,30,1,0,0,0,0,0,0,0,0,,,
1,1.2,1655,36,2,2,761,2,30,1,1,5,5,1,5,0,0,1,2,0,0
1,1.1,1663,53,2,2,4599,3,30,1,0,0,0,0,0,0,0,5,,,
1,1.1,1663,55,2,2,4599,4,30,1,0,0,0,0,0,0,0,4,,,
1,1.2,1682,36,2,2,3261,3,30,1,1,1,0,5,0,0,0,1,2,3.7,4.2
1,1.2,1682,37,1,2,3261,4,30,1,1,5,0,1,1,0,0,1,2,0,0
1,1.1,1682,38,1,2,3249,2,30,1,5,0,0,5,0,0,0,4,,,
1,1.1,1684,39,1,2,8394,2,30,1,5,0,5,5,0,0,0,1,,,
1,1.1,1684,44,2,2,6519,3,30,1,5,0,0,5,0,0,0,0,,,
1,1.1,1684,45,1,2,4686,3,30,1,5,0,0,5,0,0,0,3,,,
1,1.1,1684,47,1,2,4686,4,30,1,0,0,0,0,0,0,0,4,,,
1,1.1,1687,33,1,2,1645,3,30,1,0,0,0,0,0,0,0,0,,,
1,1.2,1692,44,2,2,8939,3,60,1,1,6,5,1,1,0,0,1,2,0,0
1,1.2,1692,45,1,2,8939,4,60,1,1,1,5,5,0,0,0,1,2,0,0
1,1.1,1692,47,1,2,8944,2,30,1,0,0,0,0,0,0,0,1,,,
1,1.1,1695,59,1,2,6248,3,30,1,5,0,0,5,0,0,0,1,,,
1,1.2,1695,60,2,2,5132,3,33,1,1,1,0,5,0,1,0,1,2,3.75,4
1,1.2,1695,61,2,2,8030,3,30,1,1,1,0,5,0,0,0,1,2,3.4,4
1,1.2,1695,62,1,2,8417,3,30,1,1,1,0,5,0,0,0,1,2,3.83,4
1,1.2,1695,65,1,2,5132,4,30,1,1,1,0,5,0,0,0,1,2,0,0
1,1.1,1695,66,1,2,6575,3,30,1,1,2,0,1,1,5,0,3,,,
1,1.2,1695,67,1,2,8211,3,30,1,1,3,0,5,0,0,0,1,2,0,0
1,1.1,1695,68,2,2,9170,3,33,1,1,5,0,1,5,0,0,1,,,
1,1.1,1695,69,1,2,5132,5,30,1,1,1,0,5,0,5,0,2,,,
1,1.2,1695,70,2,2,8030,4,30,1,1,1,0,5,0,0,0,1,2,0,0
1,1.1,1695,71,2,2,8030,5,30,1,1,3,0,5,0,0,0,1,,,
1,1.2,1695,72,2,2,8417,4,30,1,1,1,0,1,5,0,0,1,2,0,0
1,1.2,1695,74,2,2,8211,4,30,1,5,0,0,5,0,0,0,1,2,0,0
1,1.1,1695,77,2,2,5132,6,30,1,1,1,0,5,0,0,0,1,,,
1,1.1,1695,84,1,2,8480,3,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1695,87,2,2,8480,4,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1695,89,2,2,8985,4,30,1,0,0,0,0,0,0,0,4,,,
1,1.1,1695,90,1,2,8985,5,30,1,0,0,0,0,0,0,0,0,,,
1,1.2,1695,253,2,3,7626,3,30,1,5,0,0,5,0,0,0,2,2,0,0
1,1.2,1695,254,1,3,7626,4,30,1,5,0,0,5,0,0,0,2,2,0,0
1,1.1,1695,255,2,3,7626,5,30,1,1,4,0,5,0,0,0,2,,,
1,1.1,1695,281,1,3,9170,4,33,1,0,0,0,0,0,0,0,2,,,
1,1.2,1697,54,2,2,5758,3,30,1,5,0,5,5,0,0,0,1,2,1,4
1,1.2,1697,55,2,2,7795,4,30,1,5,0,0,5,0,5,0,1,2,3.13,4
1,1.2,1697,56,2,2,7581,2,30,1,1,1,0,1,5,0,5,1,2,0,0
1,1.1,1697,57,1,2,8684,3,30,1,1,1,0,5,0,5,0,4,,,
1,1.1,1697,58,2,2,5758,4,30,1,5,0,0,1,5,0,0,1,,,
1,1.1,1697,60,2,2,8684,4,30,1,0,0,0,0,0,0,0,3,,,
1,1.1,1700,45,2,2,6584,3,30,1,0,0,0,0,0,0,0,2,,,
1,1.1,1700,46,2,2,6584,4,30,1,0,0,0,0,0,0,0,5,,,
1,1.1,1700,47,2,2,6584,5,30,1,0,0,0,0,0,0,0,0,,,
1,1.2,1709,33,2,2,3258,4,30,1,5,0,5,5,0,1,0,1,2,998,4
1,1.1,1709,34,2,2,3202,2,30,1,5,0,0,1,5,5,0,3,,,
1,1.1,1720,36,2,2,8399,2,30,1,1,1,0,1,1,0,0,1,,,
1,1.1,1720,39,1,2,8399,3,30,1,1,1,0,5,0,0,0,4,,,
1,1.2,1722,47,1,2,1685,2,30,1,5,0,0,5,0,0,0,1,2,0,0
1,1.1,1722,50,2,2,1538,5,60,1,0,0,0,0,0,0,0,5,,,
1,1.1,1723,36,2,2,7839,2,30,1,0,0,0,0,0,0,0,3,,,
1,1.1,1723,37,1,2,8501,6,30,1,0,0,0,0,0,0,0,1,,,
1,1.1,1723,38,1,2,8501,7,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1723,179,1,3,4997,4,60,1,1,1,5,5,0,0,0,3,,,
1,1.2,1726,34,2,2,1391,3,30,1,1,1,0,1,5,0,5,1,2,4.04,5
1,1.2,1726,35,2,2,1391,4,30,1,1,5,0,1,1,5,5,1,2,4.25,5
1,1.2,1726,36,2,2,1391,5,30,1,1,5,0,1,5,5,0,2,2,0,0
1,1.1,1726,37,1,2,1773,3,30,1,0,0,0,0,0,0,0,5,,,
1,1.2,1731,37,1,2,5744,2,30,1,1,1,0,1,1,0,0,3,2,0,0
1,1.2,1731,38,1,2,5744,3,30,1,5,0,0,1,1,5,0,1,2,0,0
1,1.2,1731,39,2,2,5744,4,30,1,5,0,5,5,0,0,0,3,2,0,0
1,1.1,1731,40,2,2,7708,3,30,1,0,0,0,0,0,0,0,5,,,
1,1.1,1731,41,2,2,4994,3,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1732,32,1,2,5509,2,30,1,5,0,0,5,0,0,0,0,,,
1,1.2,1739,32,2,2,6014,3,30,1,1,1,5,1,5,1,0,1,2,2.5,5
1,1.2,1739,33,1,2,6014,4,30,1,1,1,0,5,0,0,5,1,2,3.8,4
1,1.1,1740,33,1,2,7832,3,30,1,1,1,0,5,0,0,0,2,,,
1,1.1,1740,34,1,2,7832,4,30,1,1,2,0,5,0,0,0,5,,,
1,1.1,1740,36,1,2,7832,5,30,1,0,0,0,0,0,0,0,0,,,
1,1.2,1751,31,2,2,165,3,30,1,1,1,0,5,0,5,0,2,2,3.5,4
1,1.2,1762,55,1,2,6792,2,30,1,1,1,5,5,0,0,0,1,2,1.1,4
1,1.2,1762,57,2,2,5289,2,30,1,5,0,0,5,0,0,0,1,2,0,0
1,1.2,1762,58,2,2,5730,2,30,1,5,0,0,5,0,5,0,1,2,0,0
1,1.1,1762,59,1,2,8302,4,30,1,1,4,0,1,1,5,0,2,,,
1,1.2,1762,60,2,2,5922,2,30,1,5,0,0,1,5,0,0,0,2,0,0
1,1.1,1762,62,1,2,6761,2,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1762,63,1,2,6761,3,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1762,65,1,2,5923,8,60,1,0,0,0,0,0,0,0,5,,,
1,1.1,1762,226,1,3,8302,5,30,1,5,0,0,5,0,5,0,2,,,
1,1.2,1763,41,2,2,3691,2,30,1,5,0,0,5,0,5,0,1,2,3.45,4
1,1.2,1763,42,1,2,3664,3,35,1,5,0,0,5,0,0,0,1,2,0,0
1,1.1,1763,43,1,2,3769,3,30,1,1,5,0,1,1,5,0,2,,,
1,1.2,1763,44,1,2,3496,3,30,1,5,0,0,5,0,0,0,1,2,0,0
1,1.2,1763,45,1,2,3496,4,30,1,5,0,0,5,0,0,0,1,2,0,0
1,1.2,1763,46,2,2,3787,2,30,1,1,6,0,1,1,0,0,2,2,0,0
1,1.1,1763,47,1,2,3769,4,30,1,1,5,0,1,1,0,0,2,,,
1,1.1,1763,48,2,2,3787,3,30,1,5,0,0,5,0,0,0,0,,,
1,1.1,1763,49,1,2,3769,5,30,1,0,0,0,0,0,0,0,2,,,
1,1.1,1763,50,1,2,3787,4,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1767,35,2,2,746,5,30,1,0,0,0,0,0,0,0,4,,,
1,1.1,1767,36,2,2,87,3,30,1,0,0,0,0,0,0,0,5,,,
1,1.2,1774,33,2,2,4338,3,30,1,5,0,0,1,5,0,0,1,2,4,4
1,1.2,1774,34,1,2,3874,4,30,1,5,0,5,5,0,0,0,4,2,3.6,4
1,1.1,1775,40,2,2,2188,3,33,1,1,6,5,1,1,5,0,1,,,
1,1.1,1775,41,1,2,2188,4,33,1,1,3,0,5,0,0,0,4,,,
1,1.1,1775,42,1,2,1475,3,30,1,0,0,0,0,0,0,0,1,,,
1,1.1,1775,44,1,2,1600,3,30,1,0,0,0,0,0,0,0,2,,,
1,1.1,1775,45,1,2,1475,4,30,1,0,0,0,0,0,0,0,5,,,
1,1.1,1775,47,2,2,1475,5,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1775,48,1,2,1600,4,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1782,36,2,2,2688,3,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1782,37,2,2,1767,3,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1782,38,1,2,2867,3,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1783,31,2,2,6081,3,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1784,36,2,2,3501,3,30,1,1,5,0,1,5,0,5,2,,,
1,1.1,1784,37,2,2,3501,4,30,1,1,5,0,1,5,0,5,2,,,
1,1.1,1784,38,2,2,3554,3,30,1,0,0,0,0,0,0,0,0,,,
1,1.2,1786,51,2,2,8818,3,30,1,1,3,0,5,0,5,0,1,2,3.4,4
1,1.2,1786,52,2,2,7994,2,30,1,5,0,0,5,0,0,0,2,2,998,98
1,1.1,1786,53,1,2,8818,4,30,1,1,6,0,5,0,1,0,1,,,
1,1.2,1786,56,2,2,5809,3,30,1,1,5,0,1,1,1,5,3,2,0,0
1,1.1,1786,58,1,2,7994,3,30,1,5,0,0,5,0,0,0,2,,,
1,1.1,1786,59,1,2,6658,3,30,1,1,2,0,5,0,0,0,5,,,
1,1.1,1786,60,2,2,8818,6,30,1,1,5,0,1,5,5,0,2,,,
1,1.2,1787,38,2,2,4803,2,30,1,1,5,0,5,0,0,0,0,2,0,0
1,1.2,1787,40,2,2,5265,3,30,1,1,3,0,5,0,5,5,1,2,0,0
1,1.2,1787,42,1,2,5265,4,30,1,5,0,0,5,0,0,0,3,2,0,0
1,1.1,1787,43,1,2,4803,3,30,1,5,0,5,1,5,0,0,0,,,
1,1.1,1787,44,1,2,5265,5,30,1,5,0,0,5,0,0,0,3,,,
1,1.1,1787,45,2,2,5372,3,30,1,5,0,0,1,5,0,0,2,,,
1,1.1,1787,47,2,2,5372,4,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1787,48,1,2,5265,6,30,1,0,0,0,0,0,0,0,5,,,
1,1.2,1787,195,1,3,5099,4,30,1,1,1,0,5,0,0,0,0,2,998,4
1,1.1,1802,42,1,2,5548,3,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1805,35,2,2,1985,3,30,1,1,3,0,1,5,5,0,1,,,
1,1.1,1807,42,2,2,6236,3,30,1,1,4,0,1,1,1,5,1,,,
1,1.1,1807,43,1,2,6236,4,30,1,0,0,0,0,0,0,0,2,,,
1,1.2,1810,47,1,2,6900,3,30,1,5,0,0,5,0,0,0,1,2,998,4
1,1.2,1810,48,1,2,6900,4,30,1,5,0,0,5,0,0,0,1,2,0,0
1,1.2,1810,49,1,2,6900,5,30,1,5,0,0,5,0,0,0,2,2,0,0
1,1.1,1810,50,2,2,6900,6,30,1,5,0,0,5,0,0,0,5,,,
1,1.1,1810,51,1,2,7675,3,30,1,0,0,0,0,0,0,0,2,,,
1,1.2,1813,33,1,2,2117,3,30,1,1,3,0,5,0,0,0,5,2,0,0
1,1.1,1817,36,1,2,1273,3,30,1,1,2,0,5,0,0,0,5,,,
1,1.2,1821,32,2,2,497,3,30,1,1,5,0,1,1,5,0,1,2,3,4
1,1.2,1821,33,2,2,497,4,30,1,1,2,0,5,0,5,0,1,2,4,4
1,1.2,1823,35,2,2,917,2,30,1,1,5,0,1,1,0,1,1,2,3.6,4
1,1.1,1823,36,2,2,668,4,95,1,0,0,0,0,0,0,0,3,,,
1,1.1,1831,36,2,2,1085,2,30,1,1,3,0,1,1,5,0,5,,,
1,1.1,1831,38,1,2,1085,3,30,1,1,2,0,1,1,5,0,5,,,
1,1.1,1831,39,2,2,1085,4,30,1,1,2,0,1,5,5,0,5,,,
1,1.2,1837,37,1,2,6031,2,30,1,1,5,0,5,0,0,0,2,2,0,0
1,1.2,1839,40,2,2,3982,3,30,1,1,1,0,5,0,0,0,1,2,4.6,4.8
1,1.2,1839,41,1,2,3982,4,30,1,1,5,0,1,5,0,0,1,2,4.3,4.6
1,1.2,1839,42,2,2,3982,5,30,1,1,2,0,5,0,5,0,1,2,4,4
1,1.2,1839,43,1,2,4349,3,30,1,1,6,0,1,1,0,0,3,2,0,0
1,1.2,1839,44,1,2,3921,4,35,1,5,0,0,5,0,0,0,1,2,0,0
1,1.2,1839,45,1,2,3921,5,30,1,5,0,0,5,0,0,0,2,2,0,0
1,1.1,1839,46,2,2,3938,5,30,1,0,0,0,0,0,0,0,5,,,
1,1.1,1839,47,2,2,3938,6,30,1,0,0,0,0,0,0,0,5,,,
1,1.1,1839,48,2,2,3921,6,30,1,0,0,0,0,0,0,0,0,,,
1,1.2,1839,180,1,3,3938,3,30,1,5,0,5,5,0,0,0,5,2,0,0
1,1.2,1839,181,1,3,3938,4,30,1,5,0,0,5,0,0,0,2,2,0,0
1,1.1,1839,183,1,3,4348,2,30,1,5,0,5,5,0,0,0,5,,,
1,1.2,1841,43,2,2,6011,3,30,1,1,5,0,1,1,0,5,1,2,0,0
1,1.1,1841,45,1,2,6011,4,30,1,1,3,0,1,1,0,5,2,,,
1,1.1,1841,46,1,2,5831,4,70,1,0,0,0,0,0,0,0,0,,,
1,1.2,1850,37,1,2,3534,3,30,1,1,5,0,1,1,0,0,2,2,0,0
1,1.1,1850,38,2,2,3534,4,30,1,5,0,0,5,0,0,0,2,,,
1,1.1,1850,40,2,2,3534,5,30,1,0,0,0,0,0,0,0,2,,,
1,1.1,1859,34,2,2,3497,3,30,1,1,3,0,1,1,0,0,5,,,
1,1.1,1859,35,2,2,3497,4,30,1,0,0,0,0,0,0,0,5,,,
1,1.1,1862,34,2,2,2153,3,30,1,5,0,0,5,0,0,0,3,,,
1,1.1,1878,35,2,2,2980,2,30,1,5,0,0,5,0,0,0,1,,,
1,1.2,1878,37,2,2,2980,3,30,1,1,3,0,5,0,0,0,3,2,0,0
1,1.1,1880,38,2,2,9191,3,33,1,1,1,0,5,0,1,5,1,,,
1,1.2,1880,39,1,2,8212,2,30,1,1,5,0,1,1,0,0,2,2,0,0
1,1.1,1887,42,2,2,4893,4,30,1,5,0,0,5,0,0,0,5,,,
1,1.2,1887,48,2,2,7639,3,30,1,5,0,0,5,0,5,0,1,2,0,0
1,1.1,1887,50,2,2,7639,4,30,1,5,0,0,1,5,5,0,2,,,
1,1.1,1887,51,2,2,6702,3,30,1,1,2,0,1,5,5,0,2,,,
1,1.1,1887,52,2,2,6702,4,30,1,0,0,0,0,0,0,0,2,,,
1,1.1,1887,55,1,2,6702,5,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1893,40,2,2,4959,4,30,1,5,0,0,1,5,0,0,0,,,
1,1.1,1905,35,1,2,724,3,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1908,35,1,2,4888,3,30,1,0,0,0,0,0,0,0,2,,,
1,1.1,1911,38,2,2,6923,3,30,1,5,0,0,1,5,0,0,5,,,
1,1.1,1911,39,1,2,6923,4,30,1,0,0,0,0,0,0,0,4,,,
1,1.1,1911,40,2,2,9091,3,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1914,35,2,2,1678,3,30,1,5,0,0,1,5,0,5,5,,,
1,1.1,1914,37,1,2,1678,4,30,1,0,0,0,0,0,0,0,5,,,
1,1.1,1915,33,1,2,3092,3,30,1,0,0,0,0,0,0,0,5,,,
1,1.1,1917,38,1,2,6751,4,60,1,5,0,0,5,0,0,0,5,,,
1,1.1,1917,39,2,2,6751,6,60,1,5,0,0,5,0,0,0,5,,,
1,1.1,1919,50,1,2,5077,3,30,1,0,0,0,0,0,0,0,5,,,
1,1.1,1919,51,1,2,5658,3,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1919,52,1,2,5077,4,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1925,33,1,2,9238,3,30,1,0,0,0,0,0,0,0,3,,,
1,1.1,1925,35,1,2,9238,4,30,1,0,0,0,0,0,0,0,0,,,
1,1.2,1932,37,2,2,390,4,60,1,5,0,5,5,0,0,0,1,2,4.08,98
1,1.2,1935,30,1,2,3633,3,30,1,5,0,5,5,0,0,0,1,2,2.4,4
1,1.2,1935,31,1,2,3633,4,30,1,5,0,5,5,0,0,0,1,2,2.5,4
1,1.1,1935,32,2,2,3633,5,30,1,5,0,5,5,0,0,0,1,,,
1,1.1,1939,35,1,2,4259,3,30,1,1,2,0,5,0,1,5,2,,,
1,1.1,1939,36,2,2,4259,4,30,1,1,5,0,1,1,1,5,1,,,
1,1.1,1939,37,1,2,4357,3,30,1,5,0,0,1,1,5,5,2,,,
1,1.1,1939,38,2,2,4357,4,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1954,35,1,2,3677,3,30,1,5,0,0,5,0,0,0,1,,,
1,1.2,1954,36,1,2,3465,2,30,1,1,3,0,5,0,0,5,5,2,0,0
1,1.2,1954,37,2,2,3465,3,30,1,1,3,0,5,0,0,5,5,2,0,0
1,1.1,1954,38,1,2,3755,2,30,1,0,0,0,0,0,0,0,3,,,
1,1.1,1954,39,1,2,3465,4,30,1,0,0,0,0,0,0,0,5,,,
1,1.1,1954,40,1,2,3660,2,30,1,0,0,0,0,0,0,0,5,,,
1,1.2,1955,33,1,2,4431,3,30,1,1,2,0,1,1,5,0,1,2,0,0
1,1.2,1956,32,2,2,8718,3,30,1,5,0,0,5,0,0,0,1,2,2.9,5
1,1.2,1956,33,1,2,8718,4,30,1,1,2,0,1,1,0,0,2,2,0,0
1,1.1,1960,33,2,2,9014,3,30,1,1,1,0,5,0,5,0,1,,,
1,1.1,1960,34,2,2,9014,4,30,1,1,2,0,5,0,0,0,1,,,
1,1.1,1960,35,2,2,9014,5,30,1,1,5,0,5,0,0,5,1,,,
1,1.1,1960,36,2,2,9005,3,30,1,1,5,0,1,1,5,0,1,,,
1,1.1,1960,37,2,2,9005,4,30,1,1,5,0,1,1,5,0,0,,,
1,1.1,1960,38,2,2,9005,5,30,1,0,0,0,0,0,0,0,0,,,
1,1.2,1961,32,2,2,3127,3,30,1,1,1,0,5,0,0,0,1,2,3.6,4
1,1.2,1961,33,1,2,3127,4,30,1,1,1,0,5,0,0,0,4,2,0,0
1,1.1,1961,34,1,2,3127,5,30,1,1,4,0,1,1,0,0,4,,,
1,1.2,1964,38,1,2,3452,4,30,1,1,3,0,5,0,0,5,1,2,3.1,5
1,1.2,1964,40,2,2,3452,5,30,1,1,6,0,1,1,5,5,1,2,0,0
1,1.1,1967,32,1,2,1035,3,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1967,33,1,2,1035,4,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1970,34,2,2,6353,2,30,1,5,0,0,5,0,0,0,1,,,
1,1.1,1970,35,1,2,7864,3,30,1,5,0,0,5,0,0,0,3,,,
1,1.1,1970,36,1,2,7864,4,30,1,5,0,0,5,0,0,0,3,,,
1,1.1,1970,37,1,2,7864,5,30,1,5,0,0,5,0,0,0,4,,,
1,1.1,1971,36,1,2,4170,5,30,1,0,0,0,0,0,0,0,5,,,
1,1.1,1971,37,2,2,4170,6,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1972,33,2,2,1179,3,30,1,1,6,0,1,1,5,0,5,,,
1,1.1,1972,34,1,2,1179,4,30,1,1,4,0,5,0,0,5,2,,,
1,1.1,1972,35,1,2,401,3,30,1,0,0,0,0,0,0,0,4,,,
1,1.1,1972,180,2,3,1179,5,30,1,1,6,0,5,0,0,0,3,,,
1,1.1,1975,38,1,2,504,3,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,1988,32,2,2,1114,3,30,1,1,2,0,5,0,0,0,1,,,
1,1.1,1988,33,1,2,1114,4,30,1,1,1,0,5,0,0,0,4,,,
1,1.2,1988,34,2,2,774,3,30,1,1,3,0,1,1,0,0,3,2,0,0
1,1.2,1988,35,1,2,774,4,30,1,5,0,0,5,0,0,0,2,2,0,0
1,1.1,1994,38,1,2,6132,2,30,1,5,0,0,5,0,0,0,1,,,
1,1.1,1994,39,2,2,6838,5,30,1,5,0,0,5,0,0,0,4,,,
1,1.2,1994,182,2,3,6838,3,30,1,5,0,0,5,0,5,0,4,2,2.8,4
1,1.2,1994,183,1,3,6838,4,30,1,5,0,0,5,0,5,0,2,2,2.9,4
1,1.2,2000,31,1,2,2,4,30,1,1,5,0,5,0,0,5,1,2,0,0
1,1.2,2003,32,1,2,444,3,30,1,1,1,0,5,0,0,0,2,2,0,0
1,1.1,2003,33,1,2,434,3,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,2003,34,1,2,444,4,30,1,0,0,0,0,0,0,0,0,,,
1,1.2,2004,38,2,2,5489,3,30,1,1,5,0,5,0,5,0,1,2,3.2,4
1,1.2,2004,39,1,2,5489,4,30,1,1,2,0,5,0,5,5,3,2,0,0
1,1.1,2004,42,1,2,8639,2,30,1,1,1,0,5,0,0,0,1,,,
1,1.1,2004,44,2,2,8639,3,30,1,1,1,0,1,5,0,0,1,,,
1,1.1,2004,45,2,2,8639,4,30,1,0,0,0,0,0,0,0,0,,,
1,1.1,2006,31,1,2,4281,2,30,1,5,0,0,5,0,0,5,5,,,
1,1.2,2012,37,2,2,6148,3,30,1,1,2,5,1,1,5,5,1,2,0,0
1,1.2,2016,34,2,2,5978,2,30,1,1,4,0,1,1,0,0,1,2,0,0
1,1.1,2016,35,2,2,7299,3,33,1,5,0,0,5,0,0,5,5,,,
1,1.1,2016,36,2,2,8654,2,30,1,1,2,0,1,1,0,0,1,,,
1,1.1,2016,37,2,2,8654,3,30,1,0,0,0,0,0,0,0,4,,,
1,1.1,2016,185,1,3,5978,3,30,1,5,0,5,5,0,0,0,1,,,
1,1.1,2016,188,1,3,8407,3,30,1,0,0,0,0,0,0,0,2,,,
1,1.2,2017,34,2,2,3318,3,30,1,1,5,0,1,1,0,0,1,2,2.75,4
1,1.2,2017,36,2,2,3304,2,30,1,5,0,0,1,5,0,0,1,2,3.5,4
1,1.2,2017,37,1,2,3304,3,30,1,5,0,0,5,0,0,0,1,2,2.5,4
1,1.2,2017,38,1,2,3071,3,30,1,1,5,0,1,1,5,0,2,2,998,4
1,1.1,2017,39,1,2,3304,4,30,1,5,0,0,1,5,0,0,2,,,
1,1.2,2017,40,1,2,3318,4,30,1,1,2,5,5,0,0,0,1,2,998,98
1,1.1,2017,41,1,2,3318,5,30,1,1,3,0,5,0,0,0,1,,,
1,1.1,2017,42,2,2,3071,4,30,1,1,4,0,5,0,0,0,3,,,
1,1.2,2019,33,1,2,5639,2,30,1,1,1,5,5,0,0,0,1,2,997,98
1,1.1,2019,34,2,2,5916,3,30,1,5,0,5,5,0,5,0,4,,,
1,1.1,2026,31,2,2,547,4,30,1,0,0,0,0,0,0,0,2,,,
1,1.1,2026,32,1,2,547,5,60,1,0,0,0,0,0,0,0,5,,,
1,1.2,2028,34,2,2,175,4,30,1,5,0,5,5,0,5,0,1,2,998,98
1,1.1,2030,42,1,2,6535,3,35,1,5,0,0,5,0,0,0,1,,,
